state,year,quarter,district,registered_users
Andaman & Nicobar Islands,2018,1,Unknown,5846
Andaman & Nicobar Islands,2018,1,Unknown,632
Andaman & Nicobar Islands,2018,1,Unknown,262
Andaman & Nicobar Islands,2018,2,Unknown,8143
Andaman & Nicobar Islands,2018,2,Unknown,911
Andaman & Nicobar Islands,2018,2,Unknown,351
Andaman & Nicobar Islands,2018,3,Unknown,10474
Andaman & Nicobar Islands,2018,3,Unknown,1208
Andaman & Nicobar Islands,2018,3,Unknown,467
Andaman & Nicobar Islands,2018,4,Unknown,13133
Andaman & Nicobar Islands,2018,4,Unknown,1553
Andaman & Nicobar Islands,2018,4,Unknown,536
Andaman & Nicobar Islands,2019,1,Unknown,15961
Andaman & Nicobar Islands,2019,1,Unknown,2013
Andaman & Nicobar Islands,2019,1,Unknown,622
Andaman & Nicobar Islands,2019,2,Unknown,18621
Andaman & Nicobar Islands,2019,2,Unknown,2417
Andaman & Nicobar Islands,2019,2,Unknown,693
Andaman & Nicobar Islands,2019,3,Unknown,20518
Andaman & Nicobar Islands,2019,3,Unknown,2662
Andaman & Nicobar Islands,2019,3,Unknown,751
Andaman & Nicobar Islands,2019,4,Unknown,22202
Andaman & Nicobar Islands,2019,4,Unknown,2955
Andaman & Nicobar Islands,2019,4,Unknown,803
Andaman & Nicobar Islands,2020,1,Unknown,24174
Andaman & Nicobar Islands,2020,1,Unknown,3315
Andaman & Nicobar Islands,2020,1,Unknown,879
Andaman & Nicobar Islands,2020,2,Unknown,27626
Andaman & Nicobar Islands,2020,2,Unknown,4100
Andaman & Nicobar Islands,2020,2,Unknown,984
Andaman & Nicobar Islands,2020,3,Unknown,34833
Andaman & Nicobar Islands,2020,3,Unknown,5355
Andaman & Nicobar Islands,2020,3,Unknown,1147
Andaman & Nicobar Islands,2020,4,Unknown,43908
Andaman & Nicobar Islands,2020,4,Unknown,7076
Andaman & Nicobar Islands,2020,4,Unknown,1412
Andaman & Nicobar Islands,2021,1,Unknown,48352
Andaman & Nicobar Islands,2021,1,Unknown,7833
Andaman & Nicobar Islands,2021,1,Unknown,1573
Andaman & Nicobar Islands,2021,2,Unknown,51903
Andaman & Nicobar Islands,2021,2,Unknown,8493
Andaman & Nicobar Islands,2021,2,Unknown,1699
Andaman & Nicobar Islands,2021,3,Unknown,55873
Andaman & Nicobar Islands,2021,3,Unknown,9263
Andaman & Nicobar Islands,2021,3,Unknown,1846
Andaman & Nicobar Islands,2021,4,Unknown,59807
Andaman & Nicobar Islands,2021,4,Unknown,10002
Andaman & Nicobar Islands,2021,4,Unknown,1971
Andaman & Nicobar Islands,2022,1,Unknown,63487
Andaman & Nicobar Islands,2022,1,Unknown,10720
Andaman & Nicobar Islands,2022,1,Unknown,2081
Andaman & Nicobar Islands,2022,2,Unknown,66959
Andaman & Nicobar Islands,2022,2,Unknown,11379
Andaman & Nicobar Islands,2022,2,Unknown,2192
Andaman & Nicobar Islands,2022,3,Unknown,70445
Andaman & Nicobar Islands,2022,3,Unknown,11897
Andaman & Nicobar Islands,2022,3,Unknown,2300
Andaman & Nicobar Islands,2022,4,Unknown,73692
Andaman & Nicobar Islands,2022,4,Unknown,12361
Andaman & Nicobar Islands,2022,4,Unknown,2389
Andaman & Nicobar Islands,2023,1,Unknown,77052
Andaman & Nicobar Islands,2023,1,Unknown,12941
Andaman & Nicobar Islands,2023,1,Unknown,2491
Andaman & Nicobar Islands,2023,2,Unknown,80112
Andaman & Nicobar Islands,2023,2,Unknown,13600
Andaman & Nicobar Islands,2023,2,Unknown,2617
Andaman & Nicobar Islands,2023,3,Unknown,83305
Andaman & Nicobar Islands,2023,3,Unknown,14216
Andaman & Nicobar Islands,2023,3,Unknown,2734
Andaman & Nicobar Islands,2023,4,Unknown,86348
Andaman & Nicobar Islands,2023,4,Unknown,14813
Andaman & Nicobar Islands,2023,4,Unknown,2817
Andaman & Nicobar Islands,2024,1,Unknown,89907
Andaman & Nicobar Islands,2024,1,Unknown,15539
Andaman & Nicobar Islands,2024,1,Unknown,2965
Andaman & Nicobar Islands,2024,2,Unknown,93421
Andaman & Nicobar Islands,2024,2,Unknown,16183
Andaman & Nicobar Islands,2024,2,Unknown,3083
Andaman & Nicobar Islands,2024,3,Unknown,143250
Andaman & Nicobar Islands,2024,3,Unknown,21728
Andaman & Nicobar Islands,2024,3,Unknown,7495
Andaman & Nicobar Islands,2024,4,Unknown,148543
Andaman & Nicobar Islands,2024,4,Unknown,22547
Andaman & Nicobar Islands,2024,4,Unknown,7698
Andhra Pradesh,2018,1,Unknown,497187
Andhra Pradesh,2018,1,Unknown,350356
Andhra Pradesh,2018,1,Unknown,323673
Andhra Pradesh,2018,1,Unknown,317065
Andhra Pradesh,2018,1,Unknown,309541
Andhra Pradesh,2018,1,Unknown,241192
Andhra Pradesh,2018,1,Unknown,240133
Andhra Pradesh,2018,1,Unknown,213335
Andhra Pradesh,2018,1,Unknown,194475
Andhra Pradesh,2018,1,Unknown,189949
Andhra Pradesh,2018,2,Unknown,636052
Andhra Pradesh,2018,2,Unknown,454398
Andhra Pradesh,2018,2,Unknown,431965
Andhra Pradesh,2018,2,Unknown,420326
Andhra Pradesh,2018,2,Unknown,414306
Andhra Pradesh,2018,2,Unknown,326383
Andhra Pradesh,2018,2,Unknown,319313
Andhra Pradesh,2018,2,Unknown,282393
Andhra Pradesh,2018,2,Unknown,261049
Andhra Pradesh,2018,2,Unknown,253458
Andhra Pradesh,2018,3,Unknown,769096
Andhra Pradesh,2018,3,Unknown,558982
Andhra Pradesh,2018,3,Unknown,537086
Andhra Pradesh,2018,3,Unknown,518931
Andhra Pradesh,2018,3,Unknown,515727
Andhra Pradesh,2018,3,Unknown,405855
Andhra Pradesh,2018,3,Unknown,394311
Andhra Pradesh,2018,3,Unknown,349782
Andhra Pradesh,2018,3,Unknown,322446
Andhra Pradesh,2018,3,Unknown,314899
Andhra Pradesh,2018,4,Unknown,978288
Andhra Pradesh,2018,4,Unknown,694455
Andhra Pradesh,2018,4,Unknown,682479
Andhra Pradesh,2018,4,Unknown,665280
Andhra Pradesh,2018,4,Unknown,659552
Andhra Pradesh,2018,4,Unknown,510892
Andhra Pradesh,2018,4,Unknown,498582
Andhra Pradesh,2018,4,Unknown,435668
Andhra Pradesh,2018,4,Unknown,407495
Andhra Pradesh,2018,4,Unknown,394962
Andhra Pradesh,2019,1,Unknown,1174517
Andhra Pradesh,2019,1,Unknown,839277
Andhra Pradesh,2019,1,Unknown,833694
Andhra Pradesh,2019,1,Unknown,812314
Andhra Pradesh,2019,1,Unknown,802394
Andhra Pradesh,2019,1,Unknown,612162
Andhra Pradesh,2019,1,Unknown,599422
Andhra Pradesh,2019,1,Unknown,523372
Andhra Pradesh,2019,1,Unknown,491908
Andhra Pradesh,2019,1,Unknown,474260
Andhra Pradesh,2019,2,Unknown,1318740
Andhra Pradesh,2019,2,Unknown,952300
Andhra Pradesh,2019,2,Unknown,945181
Andhra Pradesh,2019,2,Unknown,925491
Andhra Pradesh,2019,2,Unknown,915256
Andhra Pradesh,2019,2,Unknown,695114
Andhra Pradesh,2019,2,Unknown,680118
Andhra Pradesh,2019,2,Unknown,592185
Andhra Pradesh,2019,2,Unknown,558303
Andhra Pradesh,2019,2,Unknown,539462
Andhra Pradesh,2019,3,Unknown,1460464
Andhra Pradesh,2019,3,Unknown,1066546
Andhra Pradesh,2019,3,Unknown,1057167
Andhra Pradesh,2019,3,Unknown,1032733
Andhra Pradesh,2019,3,Unknown,1026418
Andhra Pradesh,2019,3,Unknown,773656
Andhra Pradesh,2019,3,Unknown,755024
Andhra Pradesh,2019,3,Unknown,662102
Andhra Pradesh,2019,3,Unknown,619592
Andhra Pradesh,2019,3,Unknown,598568
Andhra Pradesh,2019,4,Unknown,1620235
Andhra Pradesh,2019,4,Unknown,1199971
Andhra Pradesh,2019,4,Unknown,1195228
Andhra Pradesh,2019,4,Unknown,1158708
Andhra Pradesh,2019,4,Unknown,1156351
Andhra Pradesh,2019,4,Unknown,873033
Andhra Pradesh,2019,4,Unknown,846885
Andhra Pradesh,2019,4,Unknown,750078
Andhra Pradesh,2019,4,Unknown,697154
Andhra Pradesh,2019,4,Unknown,673522
Andhra Pradesh,2020,1,Unknown,1763581
Andhra Pradesh,2020,1,Unknown,1331602
Andhra Pradesh,2020,1,Unknown,1329664
Andhra Pradesh,2020,1,Unknown,1289678
Andhra Pradesh,2020,1,Unknown,1270907
Andhra Pradesh,2020,1,Unknown,971850
Andhra Pradesh,2020,1,Unknown,936293
Andhra Pradesh,2020,1,Unknown,843835
Andhra Pradesh,2020,1,Unknown,775440
Andhra Pradesh,2020,1,Unknown,748655
Andhra Pradesh,2020,2,Unknown,1904719
Andhra Pradesh,2020,2,Unknown,1459116
Andhra Pradesh,2020,2,Unknown,1459041
Andhra Pradesh,2020,2,Unknown,1426271
Andhra Pradesh,2020,2,Unknown,1385916
Andhra Pradesh,2020,2,Unknown,1076953
Andhra Pradesh,2020,2,Unknown,1035093
Andhra Pradesh,2020,2,Unknown,944829
Andhra Pradesh,2020,2,Unknown,854459
Andhra Pradesh,2020,2,Unknown,830709
Andhra Pradesh,2020,3,Unknown,2058346
Andhra Pradesh,2020,3,Unknown,1601940
Andhra Pradesh,2020,3,Unknown,1599289
Andhra Pradesh,2020,3,Unknown,1567595
Andhra Pradesh,2020,3,Unknown,1506503
Andhra Pradesh,2020,3,Unknown,1186851
Andhra Pradesh,2020,3,Unknown,1132240
Andhra Pradesh,2020,3,Unknown,1053674
Andhra Pradesh,2020,3,Unknown,937176
Andhra Pradesh,2020,3,Unknown,915240
Andhra Pradesh,2020,4,Unknown,2209658
Andhra Pradesh,2020,4,Unknown,1746280
Andhra Pradesh,2020,4,Unknown,1744028
Andhra Pradesh,2020,4,Unknown,1712940
Andhra Pradesh,2020,4,Unknown,1631331
Andhra Pradesh,2020,4,Unknown,1295872
Andhra Pradesh,2020,4,Unknown,1230466
Andhra Pradesh,2020,4,Unknown,1163179
Andhra Pradesh,2020,4,Unknown,1022944
Andhra Pradesh,2020,4,Unknown,999462
Andhra Pradesh,2021,1,Unknown,2368081
Andhra Pradesh,2021,1,Unknown,1878769
Andhra Pradesh,2021,1,Unknown,1876458
Andhra Pradesh,2021,1,Unknown,1843237
Andhra Pradesh,2021,1,Unknown,1751420
Andhra Pradesh,2021,1,Unknown,1394849
Andhra Pradesh,2021,1,Unknown,1323411
Andhra Pradesh,2021,1,Unknown,1254117
Andhra Pradesh,2021,1,Unknown,1100541
Andhra Pradesh,2021,1,Unknown,1075936
Andhra Pradesh,2021,2,Unknown,2526830
Andhra Pradesh,2021,2,Unknown,2006272
Andhra Pradesh,2021,2,Unknown,2002662
Andhra Pradesh,2021,2,Unknown,1968681
Andhra Pradesh,2021,2,Unknown,1870723
Andhra Pradesh,2021,2,Unknown,1492738
Andhra Pradesh,2021,2,Unknown,1415585
Andhra Pradesh,2021,2,Unknown,1339377
Andhra Pradesh,2021,2,Unknown,1176334
Andhra Pradesh,2021,2,Unknown,1151232
Andhra Pradesh,2021,3,Unknown,2707931
Andhra Pradesh,2021,3,Unknown,2150622
Andhra Pradesh,2021,3,Unknown,2145423
Andhra Pradesh,2021,3,Unknown,2110878
Andhra Pradesh,2021,3,Unknown,2007011
Andhra Pradesh,2021,3,Unknown,1606735
Andhra Pradesh,2021,3,Unknown,1522196
Andhra Pradesh,2021,3,Unknown,1436576
Andhra Pradesh,2021,3,Unknown,1263550
Andhra Pradesh,2021,3,Unknown,1239147
Andhra Pradesh,2021,4,Unknown,2888774
Andhra Pradesh,2021,4,Unknown,2294347
Andhra Pradesh,2021,4,Unknown,2288148
Andhra Pradesh,2021,4,Unknown,2252443
Andhra Pradesh,2021,4,Unknown,2141818
Andhra Pradesh,2021,4,Unknown,1719437
Andhra Pradesh,2021,4,Unknown,1628242
Andhra Pradesh,2021,4,Unknown,1532898
Andhra Pradesh,2021,4,Unknown,1349290
Andhra Pradesh,2021,4,Unknown,1325728
Andhra Pradesh,2022,1,Unknown,3061324
Andhra Pradesh,2022,1,Unknown,2432305
Andhra Pradesh,2022,1,Unknown,2423373
Andhra Pradesh,2022,1,Unknown,2387051
Andhra Pradesh,2022,1,Unknown,2270705
Andhra Pradesh,2022,1,Unknown,1827094
Andhra Pradesh,2022,1,Unknown,1729513
Andhra Pradesh,2022,1,Unknown,1626039
Andhra Pradesh,2022,1,Unknown,1431664
Andhra Pradesh,2022,1,Unknown,1408929
Andhra Pradesh,2022,2,Unknown,3226029
Andhra Pradesh,2022,2,Unknown,2564165
Andhra Pradesh,2022,2,Unknown,2552107
Andhra Pradesh,2022,2,Unknown,2514794
Andhra Pradesh,2022,2,Unknown,2392549
Andhra Pradesh,2022,2,Unknown,1928213
Andhra Pradesh,2022,2,Unknown,1825280
Andhra Pradesh,2022,2,Unknown,1714357
Andhra Pradesh,2022,2,Unknown,1509927
Andhra Pradesh,2022,2,Unknown,1487589
Andhra Pradesh,2022,3,Unknown,3397514
Andhra Pradesh,2022,3,Unknown,2702234
Andhra Pradesh,2022,3,Unknown,2685215
Andhra Pradesh,2022,3,Unknown,2647100
Andhra Pradesh,2022,3,Unknown,2517657
Andhra Pradesh,2022,3,Unknown,2030824
Andhra Pradesh,2022,3,Unknown,1924127
Andhra Pradesh,2022,3,Unknown,1805967
Andhra Pradesh,2022,3,Unknown,1588875
Andhra Pradesh,2022,3,Unknown,1567520
Andhra Pradesh,2022,4,Unknown,3566854
Andhra Pradesh,2022,4,Unknown,2835087
Andhra Pradesh,2022,4,Unknown,2813645
Andhra Pradesh,2022,4,Unknown,2774365
Andhra Pradesh,2022,4,Unknown,2636036
Andhra Pradesh,2022,4,Unknown,2128066
Andhra Pradesh,2022,4,Unknown,2018290
Andhra Pradesh,2022,4,Unknown,1893310
Andhra Pradesh,2022,4,Unknown,1663684
Andhra Pradesh,2022,4,Unknown,1642503
Andhra Pradesh,2023,1,Unknown,3732544
Andhra Pradesh,2023,1,Unknown,2965296
Andhra Pradesh,2023,1,Unknown,2941585
Andhra Pradesh,2023,1,Unknown,2900895
Andhra Pradesh,2023,1,Unknown,2755784
Andhra Pradesh,2023,1,Unknown,2228505
Andhra Pradesh,2023,1,Unknown,2114023
Andhra Pradesh,2023,1,Unknown,1980446
Andhra Pradesh,2023,1,Unknown,1740294
Andhra Pradesh,2023,1,Unknown,1719910
Andhra Pradesh,2023,2,Unknown,3877504
Andhra Pradesh,2023,2,Unknown,3082893
Andhra Pradesh,2023,2,Unknown,3054956
Andhra Pradesh,2023,2,Unknown,3014655
Andhra Pradesh,2023,2,Unknown,2865250
Andhra Pradesh,2023,2,Unknown,2323796
Andhra Pradesh,2023,2,Unknown,2202517
Andhra Pradesh,2023,2,Unknown,2059880
Andhra Pradesh,2023,2,Unknown,1811781
Andhra Pradesh,2023,2,Unknown,1792637
Andhra Pradesh,2023,3,Unknown,4035323
Andhra Pradesh,2023,3,Unknown,3211557
Andhra Pradesh,2023,3,Unknown,3177643
Andhra Pradesh,2023,3,Unknown,3137289
Andhra Pradesh,2023,3,Unknown,2981337
Andhra Pradesh,2023,3,Unknown,2421293
Andhra Pradesh,2023,3,Unknown,2295754
Andhra Pradesh,2023,3,Unknown,2146530
Andhra Pradesh,2023,3,Unknown,1887005
Andhra Pradesh,2023,3,Unknown,1868997
Andhra Pradesh,2023,4,Unknown,4180797
Andhra Pradesh,2023,4,Unknown,3329036
Andhra Pradesh,2023,4,Unknown,3291814
Andhra Pradesh,2023,4,Unknown,3251121
Andhra Pradesh,2023,4,Unknown,3089391
Andhra Pradesh,2023,4,Unknown,2512744
Andhra Pradesh,2023,4,Unknown,2383042
Andhra Pradesh,2023,4,Unknown,2227243
Andhra Pradesh,2023,4,Unknown,1956706
Andhra Pradesh,2023,4,Unknown,1939979
Andhra Pradesh,2024,1,Unknown,4349723
Andhra Pradesh,2024,1,Unknown,3465605
Andhra Pradesh,2024,1,Unknown,3423998
Andhra Pradesh,2024,1,Unknown,3382454
Andhra Pradesh,2024,1,Unknown,3214678
Andhra Pradesh,2024,1,Unknown,2619335
Andhra Pradesh,2024,1,Unknown,2484451
Andhra Pradesh,2024,1,Unknown,2319971
Andhra Pradesh,2024,1,Unknown,2037823
Andhra Pradesh,2024,1,Unknown,2022873
Andhra Pradesh,2024,2,Unknown,4515738
Andhra Pradesh,2024,2,Unknown,3597667
Andhra Pradesh,2024,2,Unknown,3552494
Andhra Pradesh,2024,2,Unknown,3508719
Andhra Pradesh,2024,2,Unknown,3335024
Andhra Pradesh,2024,2,Unknown,2720387
Andhra Pradesh,2024,2,Unknown,2580812
Andhra Pradesh,2024,2,Unknown,2409237
Andhra Pradesh,2024,2,Unknown,2114324
Andhra Pradesh,2024,2,Unknown,2099814
Andhra Pradesh,2024,3,Unknown,2487971
Andhra Pradesh,2024,3,Unknown,1953695
Andhra Pradesh,2024,3,Unknown,1870882
Andhra Pradesh,2024,3,Unknown,1695537
Andhra Pradesh,2024,3,Unknown,1446214
Andhra Pradesh,2024,3,Unknown,1320379
Andhra Pradesh,2024,3,Unknown,1293864
Andhra Pradesh,2024,3,Unknown,1209820
Andhra Pradesh,2024,3,Unknown,1209238
Andhra Pradesh,2024,3,Unknown,1167720
Andhra Pradesh,2024,4,Unknown,2566650
Andhra Pradesh,2024,4,Unknown,2010922
Andhra Pradesh,2024,4,Unknown,1927263
Andhra Pradesh,2024,4,Unknown,1749346
Andhra Pradesh,2024,4,Unknown,1485904
Andhra Pradesh,2024,4,Unknown,1358486
Andhra Pradesh,2024,4,Unknown,1333623
Andhra Pradesh,2024,4,Unknown,1243710
Andhra Pradesh,2024,4,Unknown,1242179
Andhra Pradesh,2024,4,Unknown,1202680
Arunachal Pradesh,2018,1,Unknown,7649
Arunachal Pradesh,2018,1,Unknown,2202
Arunachal Pradesh,2018,1,Unknown,1803
Arunachal Pradesh,2018,1,Unknown,1525
Arunachal Pradesh,2018,1,Unknown,1208
Arunachal Pradesh,2018,1,Unknown,1207
Arunachal Pradesh,2018,1,Unknown,846
Arunachal Pradesh,2018,1,Unknown,737
Arunachal Pradesh,2018,1,Unknown,601
Arunachal Pradesh,2018,1,Unknown,572
Arunachal Pradesh,2018,2,Unknown,11418
Arunachal Pradesh,2018,2,Unknown,3442
Arunachal Pradesh,2018,2,Unknown,2646
Arunachal Pradesh,2018,2,Unknown,2266
Arunachal Pradesh,2018,2,Unknown,2014
Arunachal Pradesh,2018,2,Unknown,1898
Arunachal Pradesh,2018,2,Unknown,1276
Arunachal Pradesh,2018,2,Unknown,1224
Arunachal Pradesh,2018,2,Unknown,893
Arunachal Pradesh,2018,2,Unknown,883
Arunachal Pradesh,2018,3,Unknown,16009
Arunachal Pradesh,2018,3,Unknown,4765
Arunachal Pradesh,2018,3,Unknown,3590
Arunachal Pradesh,2018,3,Unknown,3112
Arunachal Pradesh,2018,3,Unknown,2889
Arunachal Pradesh,2018,3,Unknown,2612
Arunachal Pradesh,2018,3,Unknown,1862
Arunachal Pradesh,2018,3,Unknown,1652
Arunachal Pradesh,2018,3,Unknown,1286
Arunachal Pradesh,2018,3,Unknown,1226
Arunachal Pradesh,2018,4,Unknown,21342
Arunachal Pradesh,2018,4,Unknown,6492
Arunachal Pradesh,2018,4,Unknown,4813
Arunachal Pradesh,2018,4,Unknown,4085
Arunachal Pradesh,2018,4,Unknown,4036
Arunachal Pradesh,2018,4,Unknown,3588
Arunachal Pradesh,2018,4,Unknown,2495
Arunachal Pradesh,2018,4,Unknown,2117
Arunachal Pradesh,2018,4,Unknown,1827
Arunachal Pradesh,2018,4,Unknown,1684
Arunachal Pradesh,2019,1,Unknown,26298
Arunachal Pradesh,2019,1,Unknown,8115
Arunachal Pradesh,2019,1,Unknown,5899
Arunachal Pradesh,2019,1,Unknown,5210
Arunachal Pradesh,2019,1,Unknown,5023
Arunachal Pradesh,2019,1,Unknown,4416
Arunachal Pradesh,2019,1,Unknown,3153
Arunachal Pradesh,2019,1,Unknown,2656
Arunachal Pradesh,2019,1,Unknown,2314
Arunachal Pradesh,2019,1,Unknown,2082
Arunachal Pradesh,2019,2,Unknown,32800
Arunachal Pradesh,2019,2,Unknown,9782
Arunachal Pradesh,2019,2,Unknown,7319
Arunachal Pradesh,2019,2,Unknown,6884
Arunachal Pradesh,2019,2,Unknown,5908
Arunachal Pradesh,2019,2,Unknown,5485
Arunachal Pradesh,2019,2,Unknown,3914
Arunachal Pradesh,2019,2,Unknown,3393
Arunachal Pradesh,2019,2,Unknown,2842
Arunachal Pradesh,2019,2,Unknown,2697
Arunachal Pradesh,2019,3,Unknown,38845
Arunachal Pradesh,2019,3,Unknown,11186
Arunachal Pradesh,2019,3,Unknown,8571
Arunachal Pradesh,2019,3,Unknown,8145
Arunachal Pradesh,2019,3,Unknown,6553
Arunachal Pradesh,2019,3,Unknown,6421
Arunachal Pradesh,2019,3,Unknown,4563
Arunachal Pradesh,2019,3,Unknown,4101
Arunachal Pradesh,2019,3,Unknown,3398
Arunachal Pradesh,2019,3,Unknown,3099
Arunachal Pradesh,2019,4,Unknown,44746
Arunachal Pradesh,2019,4,Unknown,12562
Arunachal Pradesh,2019,4,Unknown,9859
Arunachal Pradesh,2019,4,Unknown,9662
Arunachal Pradesh,2019,4,Unknown,7386
Arunachal Pradesh,2019,4,Unknown,7303
Arunachal Pradesh,2019,4,Unknown,5190
Arunachal Pradesh,2019,4,Unknown,4773
Arunachal Pradesh,2019,4,Unknown,3944
Arunachal Pradesh,2019,4,Unknown,3605
Arunachal Pradesh,2020,1,Unknown,51342
Arunachal Pradesh,2020,1,Unknown,13983
Arunachal Pradesh,2020,1,Unknown,11298
Arunachal Pradesh,2020,1,Unknown,11262
Arunachal Pradesh,2020,1,Unknown,8454
Arunachal Pradesh,2020,1,Unknown,8048
Arunachal Pradesh,2020,1,Unknown,6029
Arunachal Pradesh,2020,1,Unknown,5757
Arunachal Pradesh,2020,1,Unknown,4650
Arunachal Pradesh,2020,1,Unknown,4351
Arunachal Pradesh,2020,2,Unknown,59968
Arunachal Pradesh,2020,2,Unknown,15766
Arunachal Pradesh,2020,2,Unknown,14036
Arunachal Pradesh,2020,2,Unknown,13601
Arunachal Pradesh,2020,2,Unknown,10154
Arunachal Pradesh,2020,2,Unknown,8993
Arunachal Pradesh,2020,2,Unknown,7426
Arunachal Pradesh,2020,2,Unknown,7239
Arunachal Pradesh,2020,2,Unknown,5782
Arunachal Pradesh,2020,2,Unknown,5392
Arunachal Pradesh,2020,3,Unknown,69419
Arunachal Pradesh,2020,3,Unknown,17636
Arunachal Pradesh,2020,3,Unknown,16385
Arunachal Pradesh,2020,3,Unknown,15921
Arunachal Pradesh,2020,3,Unknown,11755
Arunachal Pradesh,2020,3,Unknown,9944
Arunachal Pradesh,2020,3,Unknown,8623
Arunachal Pradesh,2020,3,Unknown,8553
Arunachal Pradesh,2020,3,Unknown,6799
Arunachal Pradesh,2020,3,Unknown,6456
Arunachal Pradesh,2020,4,Unknown,77936
Arunachal Pradesh,2020,4,Unknown,19464
Arunachal Pradesh,2020,4,Unknown,18203
Arunachal Pradesh,2020,4,Unknown,17822
Arunachal Pradesh,2020,4,Unknown,13126
Arunachal Pradesh,2020,4,Unknown,10909
Arunachal Pradesh,2020,4,Unknown,9911
Arunachal Pradesh,2020,4,Unknown,9437
Arunachal Pradesh,2020,4,Unknown,7693
Arunachal Pradesh,2020,4,Unknown,7388
Arunachal Pradesh,2021,1,Unknown,84715
Arunachal Pradesh,2021,1,Unknown,21027
Arunachal Pradesh,2021,1,Unknown,19716
Arunachal Pradesh,2021,1,Unknown,19342
Arunachal Pradesh,2021,1,Unknown,14231
Arunachal Pradesh,2021,1,Unknown,11778
Arunachal Pradesh,2021,1,Unknown,10836
Arunachal Pradesh,2021,1,Unknown,10242
Arunachal Pradesh,2021,1,Unknown,8402
Arunachal Pradesh,2021,1,Unknown,8044
Arunachal Pradesh,2021,2,Unknown,90871
Arunachal Pradesh,2021,2,Unknown,22625
Arunachal Pradesh,2021,2,Unknown,21404
Arunachal Pradesh,2021,2,Unknown,20817
Arunachal Pradesh,2021,2,Unknown,15360
Arunachal Pradesh,2021,2,Unknown,12636
Arunachal Pradesh,2021,2,Unknown,11657
Arunachal Pradesh,2021,2,Unknown,11111
Arunachal Pradesh,2021,2,Unknown,9094
Arunachal Pradesh,2021,2,Unknown,8685
Arunachal Pradesh,2021,3,Unknown,97854
Arunachal Pradesh,2021,3,Unknown,24489
Arunachal Pradesh,2021,3,Unknown,23328
Arunachal Pradesh,2021,3,Unknown,22538
Arunachal Pradesh,2021,3,Unknown,16680
Arunachal Pradesh,2021,3,Unknown,13650
Arunachal Pradesh,2021,3,Unknown,12616
Arunachal Pradesh,2021,3,Unknown,12140
Arunachal Pradesh,2021,3,Unknown,9920
Arunachal Pradesh,2021,3,Unknown,9451
Arunachal Pradesh,2021,4,Unknown,104806
Arunachal Pradesh,2021,4,Unknown,26237
Arunachal Pradesh,2021,4,Unknown,25155
Arunachal Pradesh,2021,4,Unknown,24208
Arunachal Pradesh,2021,4,Unknown,17980
Arunachal Pradesh,2021,4,Unknown,14665
Arunachal Pradesh,2021,4,Unknown,13555
Arunachal Pradesh,2021,4,Unknown,13092
Arunachal Pradesh,2021,4,Unknown,10679
Arunachal Pradesh,2021,4,Unknown,10187
Arunachal Pradesh,2022,1,Unknown,111271
Arunachal Pradesh,2022,1,Unknown,27860
Arunachal Pradesh,2022,1,Unknown,26904
Arunachal Pradesh,2022,1,Unknown,25763
Arunachal Pradesh,2022,1,Unknown,19214
Arunachal Pradesh,2022,1,Unknown,15589
Arunachal Pradesh,2022,1,Unknown,14420
Arunachal Pradesh,2022,1,Unknown,14054
Arunachal Pradesh,2022,1,Unknown,11401
Arunachal Pradesh,2022,1,Unknown,10854
Arunachal Pradesh,2022,2,Unknown,117568
Arunachal Pradesh,2022,2,Unknown,29424
Arunachal Pradesh,2022,2,Unknown,28495
Arunachal Pradesh,2022,2,Unknown,27240
Arunachal Pradesh,2022,2,Unknown,20325
Arunachal Pradesh,2022,2,Unknown,16475
Arunachal Pradesh,2022,2,Unknown,15231
Arunachal Pradesh,2022,2,Unknown,14887
Arunachal Pradesh,2022,2,Unknown,12040
Arunachal Pradesh,2022,2,Unknown,11479
Arunachal Pradesh,2022,3,Unknown,124095
Arunachal Pradesh,2022,3,Unknown,30964
Arunachal Pradesh,2022,3,Unknown,29965
Arunachal Pradesh,2022,3,Unknown,28698
Arunachal Pradesh,2022,3,Unknown,21385
Arunachal Pradesh,2022,3,Unknown,17281
Arunachal Pradesh,2022,3,Unknown,16063
Arunachal Pradesh,2022,3,Unknown,15642
Arunachal Pradesh,2022,3,Unknown,12668
Arunachal Pradesh,2022,3,Unknown,12085
Arunachal Pradesh,2022,4,Unknown,130306
Arunachal Pradesh,2022,4,Unknown,32237
Arunachal Pradesh,2022,4,Unknown,31196
Arunachal Pradesh,2022,4,Unknown,30033
Arunachal Pradesh,2022,4,Unknown,22359
Arunachal Pradesh,2022,4,Unknown,18003
Arunachal Pradesh,2022,4,Unknown,16816
Arunachal Pradesh,2022,4,Unknown,16322
Arunachal Pradesh,2022,4,Unknown,13188
Arunachal Pradesh,2022,4,Unknown,12630
Arunachal Pradesh,2023,1,Unknown,136357
Arunachal Pradesh,2023,1,Unknown,33625
Arunachal Pradesh,2023,1,Unknown,32646
Arunachal Pradesh,2023,1,Unknown,31416
Arunachal Pradesh,2023,1,Unknown,23429
Arunachal Pradesh,2023,1,Unknown,18817
Arunachal Pradesh,2023,1,Unknown,17590
Arunachal Pradesh,2023,1,Unknown,17064
Arunachal Pradesh,2023,1,Unknown,13811
Arunachal Pradesh,2023,1,Unknown,13220
Arunachal Pradesh,2023,2,Unknown,141879
Arunachal Pradesh,2023,2,Unknown,35075
