state,year,quarter,district,registered_users
Madhya Pradesh,2019,4,Unknown,461960
Madhya Pradesh,2019,4,Unknown,422786
Madhya Pradesh,2019,4,Unknown,314250
Madhya Pradesh,2019,4,Unknown,272650
Madhya Pradesh,2019,4,Unknown,260351
Madhya Pradesh,2019,4,Unknown,242108
Madhya Pradesh,2019,4,Unknown,240962
Madhya Pradesh,2019,4,Unknown,228680
Madhya Pradesh,2020,1,Unknown,1287857
Madhya Pradesh,2020,1,Unknown,1003288
Madhya Pradesh,2020,1,Unknown,506221
Madhya Pradesh,2020,1,Unknown,462069
Madhya Pradesh,2020,1,Unknown,349476
Madhya Pradesh,2020,1,Unknown,299753
Madhya Pradesh,2020,1,Unknown,285832
Madhya Pradesh,2020,1,Unknown,270891
Madhya Pradesh,2020,1,Unknown,268008
Madhya Pradesh,2020,1,Unknown,253988
Madhya Pradesh,2020,2,Unknown,1410157
Madhya Pradesh,2020,2,Unknown,1080094
Madhya Pradesh,2020,2,Unknown,554377
Madhya Pradesh,2020,2,Unknown,507707
Madhya Pradesh,2020,2,Unknown,395028
Madhya Pradesh,2020,2,Unknown,333878
Madhya Pradesh,2020,2,Unknown,313486
Madhya Pradesh,2020,2,Unknown,310389
Madhya Pradesh,2020,2,Unknown,302791
Madhya Pradesh,2020,2,Unknown,281414
Madhya Pradesh,2020,3,Unknown,1524036
Madhya Pradesh,2020,3,Unknown,1162000
Madhya Pradesh,2020,3,Unknown,603096
Madhya Pradesh,2020,3,Unknown,555235
Madhya Pradesh,2020,3,Unknown,436068
Madhya Pradesh,2020,3,Unknown,368745
Madhya Pradesh,2020,3,Unknown,346394
Madhya Pradesh,2020,3,Unknown,343897
Madhya Pradesh,2020,3,Unknown,336306
Madhya Pradesh,2020,3,Unknown,311884
Madhya Pradesh,2020,4,Unknown,1645564
Madhya Pradesh,2020,4,Unknown,1249343
Madhya Pradesh,2020,4,Unknown,652985
Madhya Pradesh,2020,4,Unknown,604034
Madhya Pradesh,2020,4,Unknown,475637
Madhya Pradesh,2020,4,Unknown,402006
Madhya Pradesh,2020,4,Unknown,382523
Madhya Pradesh,2020,4,Unknown,374099
Madhya Pradesh,2020,4,Unknown,370027
Madhya Pradesh,2020,4,Unknown,340632
Madhya Pradesh,2021,1,Unknown,1769869
Madhya Pradesh,2021,1,Unknown,1340741
Madhya Pradesh,2021,1,Unknown,703232
Madhya Pradesh,2021,1,Unknown,650087
Madhya Pradesh,2021,1,Unknown,513868
Madhya Pradesh,2021,1,Unknown,432938
Madhya Pradesh,2021,1,Unknown,415117
Madhya Pradesh,2021,1,Unknown,403013
Madhya Pradesh,2021,1,Unknown,399276
Madhya Pradesh,2021,1,Unknown,368299
Madhya Pradesh,2021,2,Unknown,1892259
Madhya Pradesh,2021,2,Unknown,1431127
Madhya Pradesh,2021,2,Unknown,753172
Madhya Pradesh,2021,2,Unknown,695130
Madhya Pradesh,2021,2,Unknown,552204
Madhya Pradesh,2021,2,Unknown,464791
Madhya Pradesh,2021,2,Unknown,447074
Madhya Pradesh,2021,2,Unknown,432682
Madhya Pradesh,2021,2,Unknown,428800
Madhya Pradesh,2021,2,Unknown,395440
Madhya Pradesh,2021,3,Unknown,2028266
Madhya Pradesh,2021,3,Unknown,1531544
Madhya Pradesh,2021,3,Unknown,809887
Madhya Pradesh,2021,3,Unknown,745631
Madhya Pradesh,2021,3,Unknown,596195
Madhya Pradesh,2021,3,Unknown,501819
Madhya Pradesh,2021,3,Unknown,483901
Madhya Pradesh,2021,3,Unknown,466895
Madhya Pradesh,2021,3,Unknown,462834
Madhya Pradesh,2021,3,Unknown,426929
Madhya Pradesh,2021,4,Unknown,2164101
Madhya Pradesh,2021,4,Unknown,1633266
Madhya Pradesh,2021,4,Unknown,866561
Madhya Pradesh,2021,4,Unknown,796148
Madhya Pradesh,2021,4,Unknown,639197
Madhya Pradesh,2021,4,Unknown,538447
Madhya Pradesh,2021,4,Unknown,519970
Madhya Pradesh,2021,4,Unknown,500513
Madhya Pradesh,2021,4,Unknown,495990
Madhya Pradesh,2021,4,Unknown,457858
Madhya Pradesh,2022,1,Unknown,2291709
Madhya Pradesh,2022,1,Unknown,1729248
Madhya Pradesh,2022,1,Unknown,919789
Madhya Pradesh,2022,1,Unknown,844191
Madhya Pradesh,2022,1,Unknown,680599
Madhya Pradesh,2022,1,Unknown,573791
Madhya Pradesh,2022,1,Unknown,554545
Madhya Pradesh,2022,1,Unknown,533627
Madhya Pradesh,2022,1,Unknown,528140
Madhya Pradesh,2022,1,Unknown,488378
Madhya Pradesh,2022,2,Unknown,2412576
Madhya Pradesh,2022,2,Unknown,1820625
Madhya Pradesh,2022,2,Unknown,970340
Madhya Pradesh,2022,2,Unknown,889518
Madhya Pradesh,2022,2,Unknown,719339
Madhya Pradesh,2022,2,Unknown,605733
Madhya Pradesh,2022,2,Unknown,586670
Madhya Pradesh,2022,2,Unknown,564327
Madhya Pradesh,2022,2,Unknown,557958
Madhya Pradesh,2022,2,Unknown,516107
Madhya Pradesh,2022,3,Unknown,2537328
Madhya Pradesh,2022,3,Unknown,1915532
Madhya Pradesh,2022,3,Unknown,1022539
Madhya Pradesh,2022,3,Unknown,935649
Madhya Pradesh,2022,3,Unknown,758373
Madhya Pradesh,2022,3,Unknown,638100
Madhya Pradesh,2022,3,Unknown,618777
Madhya Pradesh,2022,3,Unknown,594588
Madhya Pradesh,2022,3,Unknown,587412
Madhya Pradesh,2022,3,Unknown,544011
Madhya Pradesh,2022,4,Unknown,2660518
Madhya Pradesh,2022,4,Unknown,2009655
Madhya Pradesh,2022,4,Unknown,1073648
Madhya Pradesh,2022,4,Unknown,980428
Madhya Pradesh,2022,4,Unknown,794711
Madhya Pradesh,2022,4,Unknown,667526
Madhya Pradesh,2022,4,Unknown,648535
Madhya Pradesh,2022,4,Unknown,622122
Madhya Pradesh,2022,4,Unknown,613456
Madhya Pradesh,2022,4,Unknown,569320
Madhya Pradesh,2023,1,Unknown,2780295
Madhya Pradesh,2023,1,Unknown,2101098
Madhya Pradesh,2023,1,Unknown,1123707
Madhya Pradesh,2023,1,Unknown,1025803
Madhya Pradesh,2023,1,Unknown,832451
Madhya Pradesh,2023,1,Unknown,699722
Madhya Pradesh,2023,1,Unknown,679569
Madhya Pradesh,2023,1,Unknown,651354
Madhya Pradesh,2023,1,Unknown,642022
Madhya Pradesh,2023,1,Unknown,596769
Madhya Pradesh,2023,2,Unknown,2883610
Madhya Pradesh,2023,2,Unknown,2179557
Madhya Pradesh,2023,2,Unknown,1168513
Madhya Pradesh,2023,2,Unknown,1065846
Madhya Pradesh,2023,2,Unknown,868546
Madhya Pradesh,2023,2,Unknown,730094
Madhya Pradesh,2023,2,Unknown,710181
Madhya Pradesh,2023,2,Unknown,680100
Madhya Pradesh,2023,2,Unknown,670155
Madhya Pradesh,2023,2,Unknown,623076
Madhya Pradesh,2023,3,Unknown,2996261
Madhya Pradesh,2023,3,Unknown,2265685
Madhya Pradesh,2023,3,Unknown,1215484
Madhya Pradesh,2023,3,Unknown,1108465
Madhya Pradesh,2023,3,Unknown,905474
Madhya Pradesh,2023,3,Unknown,761623
Madhya Pradesh,2023,3,Unknown,740878
Madhya Pradesh,2023,3,Unknown,708385
Madhya Pradesh,2023,3,Unknown,698604
Madhya Pradesh,2023,3,Unknown,649398
Madhya Pradesh,2023,4,Unknown,3098089
Madhya Pradesh,2023,4,Unknown,2344171
Madhya Pradesh,2023,4,Unknown,1257720
Madhya Pradesh,2023,4,Unknown,1147811
Madhya Pradesh,2023,4,Unknown,938748
Madhya Pradesh,2023,4,Unknown,790240
Madhya Pradesh,2023,4,Unknown,768839
Madhya Pradesh,2023,4,Unknown,734299
Madhya Pradesh,2023,4,Unknown,724870
Madhya Pradesh,2023,4,Unknown,673980
Madhya Pradesh,2024,1,Unknown,3217251
Madhya Pradesh,2024,1,Unknown,2436143
Madhya Pradesh,2024,1,Unknown,1307564
Madhya Pradesh,2024,1,Unknown,1193636
Madhya Pradesh,2024,1,Unknown,978177
Madhya Pradesh,2024,1,Unknown,824727
Madhya Pradesh,2024,1,Unknown,802038
Madhya Pradesh,2024,1,Unknown,764984
Madhya Pradesh,2024,1,Unknown,756689
Madhya Pradesh,2024,1,Unknown,703168
Madhya Pradesh,2024,2,Unknown,3336262
Madhya Pradesh,2024,2,Unknown,2528021
Madhya Pradesh,2024,2,Unknown,1355896
Madhya Pradesh,2024,2,Unknown,1239008
Madhya Pradesh,2024,2,Unknown,1015587
Madhya Pradesh,2024,2,Unknown,856655
Madhya Pradesh,2024,2,Unknown,833099
Madhya Pradesh,2024,2,Unknown,794199
Madhya Pradesh,2024,2,Unknown,785786
Madhya Pradesh,2024,2,Unknown,730055
Madhya Pradesh,2024,3,Unknown,3457022
Madhya Pradesh,2024,3,Unknown,2456267
Madhya Pradesh,2024,3,Unknown,1370838
Madhya Pradesh,2024,3,Unknown,1280233
Madhya Pradesh,2024,3,Unknown,1086484
Madhya Pradesh,2024,3,Unknown,937167
Madhya Pradesh,2024,3,Unknown,912167
Madhya Pradesh,2024,3,Unknown,710884
Madhya Pradesh,2024,3,Unknown,702158
Madhya Pradesh,2024,3,Unknown,683793
Madhya Pradesh,2024,4,Unknown,3561408
Madhya Pradesh,2024,4,Unknown,2532916
Madhya Pradesh,2024,4,Unknown,1415249
Madhya Pradesh,2024,4,Unknown,1322938
Madhya Pradesh,2024,4,Unknown,1122016
Madhya Pradesh,2024,4,Unknown,967815
Madhya Pradesh,2024,4,Unknown,944144
Madhya Pradesh,2024,4,Unknown,732757
Madhya Pradesh,2024,4,Unknown,728140
Madhya Pradesh,2024,4,Unknown,706494
Maharashtra,2018,1,Unknown,1211643
Maharashtra,2018,1,Unknown,719300
Maharashtra,2018,1,Unknown,631864
Maharashtra,2018,1,Unknown,321402
Maharashtra,2018,1,Unknown,280007
Maharashtra,2018,1,Unknown,266324
Maharashtra,2018,1,Unknown,233538
Maharashtra,2018,1,Unknown,197473
Maharashtra,2018,1,Unknown,190033
Maharashtra,2018,1,Unknown,173015
Maharashtra,2018,2,Unknown,1592293
Maharashtra,2018,2,Unknown,957633
Maharashtra,2018,2,Unknown,861292
Maharashtra,2018,2,Unknown,436668
Maharashtra,2018,2,Unknown,380425
Maharashtra,2018,2,Unknown,347838
Maharashtra,2018,2,Unknown,319588
Maharashtra,2018,2,Unknown,268520
Maharashtra,2018,2,Unknown,259084
Maharashtra,2018,2,Unknown,239053
Maharashtra,2018,3,Unknown,1974138
Maharashtra,2018,3,Unknown,1218632
Maharashtra,2018,3,Unknown,1104206
Maharashtra,2018,3,Unknown,552556
Maharashtra,2018,3,Unknown,487280
Maharashtra,2018,3,Unknown,428394
Maharashtra,2018,3,Unknown,410878
Maharashtra,2018,3,Unknown,344804
Maharashtra,2018,3,Unknown,331428
Maharashtra,2018,3,Unknown,312322
Maharashtra,2018,4,Unknown,2498852
Maharashtra,2018,4,Unknown,1578487
Maharashtra,2018,4,Unknown,1473811
Maharashtra,2018,4,Unknown,698343
Maharashtra,2018,4,Unknown,627317
Maharashtra,2018,4,Unknown,543353
Maharashtra,2018,4,Unknown,534477
Maharashtra,2018,4,Unknown,439246
Maharashtra,2018,4,Unknown,419060
Maharashtra,2018,4,Unknown,414825
Maharashtra,2019,1,Unknown,3038402
Maharashtra,2019,1,Unknown,1901210
Maharashtra,2019,1,Unknown,1834051
Maharashtra,2019,1,Unknown,853648
Maharashtra,2019,1,Unknown,765612
Maharashtra,2019,1,Unknown,670094
Maharashtra,2019,1,Unknown,644687
Maharashtra,2019,1,Unknown,532651
Maharashtra,2019,1,Unknown,521918
Maharashtra,2019,1,Unknown,509108
Maharashtra,2019,2,Unknown,3514081
Maharashtra,2019,2,Unknown,2151657
Maharashtra,2019,2,Unknown,2118406
Maharashtra,2019,2,Unknown,995687
Maharashtra,2019,2,Unknown,887042
Maharashtra,2019,2,Unknown,785480
Maharashtra,2019,2,Unknown,736863
Maharashtra,2019,2,Unknown,614812
Maharashtra,2019,2,Unknown,608184
Maharashtra,2019,2,Unknown,594675
Maharashtra,2019,3,Unknown,4004991
Maharashtra,2019,3,Unknown,2407754
Maharashtra,2019,3,Unknown,2396815
Maharashtra,2019,3,Unknown,1155897
Maharashtra,2019,3,Unknown,1015333
Maharashtra,2019,3,Unknown,889541
Maharashtra,2019,3,Unknown,841802
Maharashtra,2019,3,Unknown,705492
Maharashtra,2019,3,Unknown,691229
Maharashtra,2019,3,Unknown,679155
Maharashtra,2019,4,Unknown,4416899
Maharashtra,2019,4,Unknown,2638051
Maharashtra,2019,4,Unknown,2630360
Maharashtra,2019,4,Unknown,1304611
Maharashtra,2019,4,Unknown,1134480
Maharashtra,2019,4,Unknown,973018
Maharashtra,2019,4,Unknown,947081
Maharashtra,2019,4,Unknown,805271
Maharashtra,2019,4,Unknown,767925
Maharashtra,2019,4,Unknown,754910
Maharashtra,2020,1,Unknown,4802397
Maharashtra,2020,1,Unknown,2878073
Maharashtra,2020,1,Unknown,2843378
Maharashtra,2020,1,Unknown,1448324
Maharashtra,2020,1,Unknown,1251510
Maharashtra,2020,1,Unknown,1054509
Maharashtra,2020,1,Unknown,1046306
Maharashtra,2020,1,Unknown,905962
Maharashtra,2020,1,Unknown,848560
Maharashtra,2020,1,Unknown,830643
Maharashtra,2020,2,Unknown,5144688
Maharashtra,2020,2,Unknown,3135101
Maharashtra,2020,2,Unknown,3060916
Maharashtra,2020,2,Unknown,1602650
Maharashtra,2020,2,Unknown,1377642
Maharashtra,2020,2,Unknown,1142730
Maharashtra,2020,2,Unknown,1141566
Maharashtra,2020,2,Unknown,1014520
Maharashtra,2020,2,Unknown,947121
Maharashtra,2020,2,Unknown,918756
Maharashtra,2020,3,Unknown,5546002
Maharashtra,2020,3,Unknown,3401853
Maharashtra,2020,3,Unknown,3304696
Maharashtra,2020,3,Unknown,1752191
Maharashtra,2020,3,Unknown,1502777
Maharashtra,2020,3,Unknown,1244879
Maharashtra,2020,3,Unknown,1234355
Maharashtra,2020,3,Unknown,1123648
Maharashtra,2020,3,Unknown,1034468
Maharashtra,2020,3,Unknown,1012518
Maharashtra,2020,4,Unknown,6033615
Maharashtra,2020,4,Unknown,3727358
Maharashtra,2020,4,Unknown,3609970
Maharashtra,2020,4,Unknown,1907318
Maharashtra,2020,4,Unknown,1637270
Maharashtra,2020,4,Unknown,1355656
Maharashtra,2020,4,Unknown,1347356
Maharashtra,2020,4,Unknown,1237321
Maharashtra,2020,4,Unknown,1136061
Maharashtra,2020,4,Unknown,1113260
Maharashtra,2021,1,Unknown,6481971
Maharashtra,2021,1,Unknown,4014464
Maharashtra,2021,1,Unknown,3886500
Maharashtra,2021,1,Unknown,2049293
Maharashtra,2021,1,Unknown,1761562
Maharashtra,2021,1,Unknown,1456891
Maharashtra,2021,1,Unknown,1450548
Maharashtra,2021,1,Unknown,1333477
Maharashtra,2021,1,Unknown,1225423
Maharashtra,2021,1,Unknown,1199130
Maharashtra,2021,2,Unknown,6915820
Maharashtra,2021,2,Unknown,4290066
Maharashtra,2021,2,Unknown,4151227
Maharashtra,2021,2,Unknown,2191882
Maharashtra,2021,2,Unknown,1883447
Maharashtra,2021,2,Unknown,1557693
Maharashtra,2021,2,Unknown,1549784
Maharashtra,2021,2,Unknown,1429562
Maharashtra,2021,2,Unknown,1312388
Maharashtra,2021,2,Unknown,1283601
Maharashtra,2021,3,Unknown,7398336
Maharashtra,2021,3,Unknown,4597394
Maharashtra,2021,3,Unknown,4444495
Maharashtra,2021,3,Unknown,2352259
Maharashtra,2021,3,Unknown,2020264
Maharashtra,2021,3,Unknown,1671665
Maharashtra,2021,3,Unknown,1659663
Maharashtra,2021,3,Unknown,1539300
Maharashtra,2021,3,Unknown,1410321
Maharashtra,2021,3,Unknown,1380100
Maharashtra,2021,4,Unknown,7880431
Maharashtra,2021,4,Unknown,4906492
Maharashtra,2021,4,Unknown,4740546
Maharashtra,2021,4,Unknown,2510393
Maharashtra,2021,4,Unknown,2157149
Maharashtra,2021,4,Unknown,1786190
Maharashtra,2021,4,Unknown,1770325
Maharashtra,2021,4,Unknown,1646991
Maharashtra,2021,4,Unknown,1508500
Maharashtra,2021,4,Unknown,1475291
Maharashtra,2022,1,Unknown,8331582
Maharashtra,2022,1,Unknown,5196050
Maharashtra,2022,1,Unknown,5017556
Maharashtra,2022,1,Unknown,2661739
Maharashtra,2022,1,Unknown,2286011
Maharashtra,2022,1,Unknown,1894797
Maharashtra,2022,1,Unknown,1873643
Maharashtra,2022,1,Unknown,1749682
Maharashtra,2022,1,Unknown,1601518
Maharashtra,2022,1,Unknown,1565902
Maharashtra,2022,2,Unknown,8757249
Maharashtra,2022,2,Unknown,5471749
Maharashtra,2022,2,Unknown,5281053
Maharashtra,2022,2,Unknown,2803471
Maharashtra,2022,2,Unknown,2407812
Maharashtra,2022,2,Unknown,1996927
Maharashtra,2022,2,Unknown,1972178
Maharashtra,2022,2,Unknown,1844168
Maharashtra,2022,2,Unknown,1689875
Maharashtra,2022,2,Unknown,1649511
Maharashtra,2022,3,Unknown,9194074
Maharashtra,2022,3,Unknown,5757165
Maharashtra,2022,3,Unknown,5555095
Maharashtra,2022,3,Unknown,2948824
Maharashtra,2022,3,Unknown,2532986
Maharashtra,2022,3,Unknown,2101234
Maharashtra,2022,3,Unknown,2074701
Maharashtra,2022,3,Unknown,1940071
Maharashtra,2022,3,Unknown,1781265
Maharashtra,2022,3,Unknown,1733556
Maharashtra,2022,4,Unknown,9622338
Maharashtra,2022,4,Unknown,6042267
Maharashtra,2022,4,Unknown,5831539
Maharashtra,2022,4,Unknown,3086721
Maharashtra,2022,4,Unknown,2655029
Maharashtra,2022,4,Unknown,2201353
Maharashtra,2022,4,Unknown,2178155
Maharashtra,2022,4,Unknown,2027819
Maharashtra,2022,4,Unknown,1870957
Maharashtra,2022,4,Unknown,1811044
Maharashtra,2023,1,Unknown,10037022
Maharashtra,2023,1,Unknown,6314618
Maharashtra,2023,1,Unknown,6095695
Maharashtra,2023,1,Unknown,3223873
Maharashtra,2023,1,Unknown,2775157
Maharashtra,2023,1,Unknown,2300283
Maharashtra,2023,1,Unknown,2276888
Maharashtra,2023,1,Unknown,2119506
Maharashtra,2023,1,Unknown,1957628
Maharashtra,2023,1,Unknown,1892509
Maharashtra,2023,2,Unknown,10396344
Maharashtra,2023,2,Unknown,6552282
Maharashtra,2023,2,Unknown,6322778
Maharashtra,2023,2,Unknown,3350410
Maharashtra,2023,2,Unknown,2882255
Maharashtra,2023,2,Unknown,2390854
Maharashtra,2023,2,Unknown,2361852
Maharashtra,2023,2,Unknown,2208055
Maharashtra,2023,2,Unknown,2037722
Maharashtra,2023,2,Unknown,1970077
Maharashtra,2023,3,Unknown,10780092
Maharashtra,2023,3,Unknown,6802106
Maharashtra,2023,3,Unknown,6560867
Maharashtra,2023,3,Unknown,3481028
Maharashtra,2023,3,Unknown,2995471
Maharashtra,2023,3,Unknown,2485041
Maharashtra,2023,3,Unknown,2450770
Maharashtra,2023,3,Unknown,2297997
Maharashtra,2023,3,Unknown,2118552
Maharashtra,2023,3,Unknown,2050042
Maharashtra,2023,4,Unknown,11135186
Maharashtra,2023,4,Unknown,7044610
Maharashtra,2023,4,Unknown,6796218
Maharashtra,2023,4,Unknown,3606029
Maharashtra,2023,4,Unknown,3102070
Maharashtra,2023,4,Unknown,2575931
Maharashtra,2023,4,Unknown,2537871
Maharashtra,2023,4,Unknown,2381246
Maharashtra,2023,4,Unknown,2198589
Maharashtra,2023,4,Unknown,2124162
Maharashtra,2024,1,Unknown,11546171
Maharashtra,2024,1,Unknown,7314981
Maharashtra,2024,1,Unknown,7055629
Maharashtra,2024,1,Unknown,3747440
Maharashtra,2024,1,Unknown,3225345
Maharashtra,2024,1,Unknown,2679421
Maharashtra,2024,1,Unknown,2634732
Maharashtra,2024,1,Unknown,2477859
Maharashtra,2024,1,Unknown,2286819
Maharashtra,2024,1,Unknown,2209975
Maharashtra,2024,2,Unknown,11964579
Maharashtra,2024,2,Unknown,7591749
Maharashtra,2024,2,Unknown,7325715
Maharashtra,2024,2,Unknown,3889850
Maharashtra,2024,2,Unknown,3346275
Maharashtra,2024,2,Unknown,2783002
Maharashtra,2024,2,Unknown,2734724
Maharashtra,2024,2,Unknown,2571674
Maharashtra,2024,2,Unknown,2375656
Maharashtra,2024,2,Unknown,2293916
Maharashtra,2024,3,Unknown,12392676
Maharashtra,2024,3,Unknown,7103828
Maharashtra,2024,3,Unknown,6688601
Maharashtra,2024,3,Unknown,3867938
Maharashtra,2024,3,Unknown,3331958
Maharashtra,2024,3,Unknown,2709328
Maharashtra,2024,3,Unknown,2496314
Maharashtra,2024,3,Unknown,2494005
Maharashtra,2024,3,Unknown,2277990
Maharashtra,2024,3,Unknown,2194106
Maharashtra,2024,4,Unknown,12734314
Maharashtra,2024,4,Unknown,7300941
Maharashtra,2024,4,Unknown,6875379
Maharashtra,2024,4,Unknown,3991070
Maharashtra,2024,4,Unknown,3435039
Maharashtra,2024,4,Unknown,2797934
Maharashtra,2024,4,Unknown,2578315
Maharashtra,2024,4,Unknown,2564652
Maharashtra,2024,4,Unknown,2341896
Maharashtra,2024,4,Unknown,2271533
Manipur,2018,1,Unknown,11304
Manipur,2018,1,Unknown,6759
Manipur,2018,1,Unknown,2764
Manipur,2018,1,Unknown,2371
Manipur,2018,1,Unknown,1524
Manipur,2018,1,Unknown,1439
Manipur,2018,1,Unknown,915
Manipur,2018,1,Unknown,602
Manipur,2018,1,Unknown,550
Manipur,2018,1,Unknown,460
Manipur,2018,2,Unknown,16541
Manipur,2018,2,Unknown,10390
Manipur,2018,2,Unknown,4771
Manipur,2018,2,Unknown,3751
Manipur,2018,2,Unknown,2362
Manipur,2018,2,Unknown,2183
Manipur,2018,2,Unknown,1571
Manipur,2018,2,Unknown,905
Manipur,2018,2,Unknown,824
Manipur,2018,2,Unknown,732
Manipur,2018,3,Unknown,21696
Manipur,2018,3,Unknown,13541
Manipur,2018,3,Unknown,6112
Manipur,2018,3,Unknown,5106
Manipur,2018,3,Unknown,3420
Manipur,2018,3,Unknown,3073
Manipur,2018,3,Unknown,2326
Manipur,2018,3,Unknown,1346
Manipur,2018,3,Unknown,1268
Manipur,2018,3,Unknown,1086
Manipur,2018,4,Unknown,28383
Manipur,2018,4,Unknown,17777
Manipur,2018,4,Unknown,8027
Manipur,2018,4,Unknown,7049
Manipur,2018,4,Unknown,4951
Manipur,2018,4,Unknown,4249
Manipur,2018,4,Unknown,3153
Manipur,2018,4,Unknown,1842
Manipur,2018,4,Unknown,1712
Manipur,2018,4,Unknown,1393
Manipur,2019,1,Unknown,33668
Manipur,2019,1,Unknown,21136
Manipur,2019,1,Unknown,9529
Manipur,2019,1,Unknown,8537
Manipur,2019,1,Unknown,6138
Manipur,2019,1,Unknown,5212
Manipur,2019,1,Unknown,3850
Manipur,2019,1,Unknown,2368
Manipur,2019,1,Unknown,2148
Manipur,2019,1,Unknown,1759
Manipur,2019,2,Unknown,39303
Manipur,2019,2,Unknown,24652
Manipur,2019,2,Unknown,10915
Manipur,2019,2,Unknown,10014
Manipur,2019,2,Unknown,7662
Manipur,2019,2,Unknown,6407
Manipur,2019,2,Unknown,4599
Manipur,2019,2,Unknown,2981
Manipur,2019,2,Unknown,2628
Manipur,2019,2,Unknown,2175
Manipur,2019,3,Unknown,45268
Manipur,2019,3,Unknown,28331
Manipur,2019,3,Unknown,12427
Manipur,2019,3,Unknown,11647
Manipur,2019,3,Unknown,9071
Manipur,2019,3,Unknown,7621
Manipur,2019,3,Unknown,5355
Manipur,2019,3,Unknown,3488
Manipur,2019,3,Unknown,3085
Manipur,2019,3,Unknown,2581
Manipur,2019,4,Unknown,51063
Manipur,2019,4,Unknown,31935
Manipur,2019,4,Unknown,14194
Manipur,2019,4,Unknown,13387
Manipur,2019,4,Unknown,10431
Manipur,2019,4,Unknown,8850
Manipur,2019,4,Unknown,6126
Manipur,2019,4,Unknown,4091
Manipur,2019,4,Unknown,3651
Manipur,2019,4,Unknown,3029
Manipur,2020,1,Unknown,57485
Manipur,2020,1,Unknown,36105
Manipur,2020,1,Unknown,16244
Manipur,2020,1,Unknown,15333
Manipur,2020,1,Unknown,12420
Manipur,2020,1,Unknown,10241
Manipur,2020,1,Unknown,7075
Manipur,2020,1,Unknown,4892
Manipur,2020,1,Unknown,4169
Manipur,2020,1,Unknown,3471
Manipur,2020,2,Unknown,67897
Manipur,2020,2,Unknown,43144
Manipur,2020,2,Unknown,20186
Manipur,2020,2,Unknown,19027
Manipur,2020,2,Unknown,15469
Manipur,2020,2,Unknown,12965
Manipur,2020,2,Unknown,9028
Manipur,2020,2,Unknown,6223
Manipur,2020,2,Unknown,5158
Manipur,2020,2,Unknown,4278
Manipur,2020,3,Unknown,79723
Manipur,2020,3,Unknown,51383
Manipur,2020,3,Unknown,24183
Manipur,2020,3,Unknown,22965
Manipur,2020,3,Unknown,19501
Manipur,2020,3,Unknown,15966
Manipur,2020,3,Unknown,10752
Manipur,2020,3,Unknown,7657
Manipur,2020,3,Unknown,6475
Manipur,2020,3,Unknown,5252
Manipur,2020,4,Unknown,88777
Manipur,2020,4,Unknown,57282
Manipur,2020,4,Unknown,26858
Manipur,2020,4,Unknown,25629
Manipur,2020,4,Unknown,21960
Manipur,2020,4,Unknown,17814
Manipur,2020,4,Unknown,11913
Manipur,2020,4,Unknown,8651
Manipur,2020,4,Unknown,7322
Manipur,2020,4,Unknown,5987
Manipur,2021,1,Unknown,96101
Manipur,2021,1,Unknown,62004
Manipur,2021,1,Unknown,29072
Manipur,2021,1,Unknown,27615
Manipur,2021,1,Unknown,23827
Manipur,2021,1,Unknown,19239
Manipur,2021,1,Unknown,12888
Manipur,2021,1,Unknown,9372
Manipur,2021,1,Unknown,7960
Manipur,2021,1,Unknown,6467
Manipur,2021,2,Unknown,102833
Manipur,2021,2,Unknown,66388
Manipur,2021,2,Unknown,31139
Manipur,2021,2,Unknown,29671
Manipur,2021,2,Unknown,25573
Manipur,2021,2,Unknown,20703
Manipur,2021,2,Unknown,13816
Manipur,2021,2,Unknown,10142
Manipur,2021,2,Unknown,8580
Manipur,2021,2,Unknown,6980
Manipur,2021,3,Unknown,110506
Manipur,2021,3,Unknown,71436
Manipur,2021,3,Unknown,33478
Manipur,2021,3,Unknown,31996
Manipur,2021,3,Unknown,27600
Manipur,2021,3,Unknown,22416
Manipur,2021,3,Unknown,14924
Manipur,2021,3,Unknown,11045
Manipur,2021,3,Unknown,9326
Manipur,2021,3,Unknown,7597
Manipur,2021,4,Unknown,118056
Manipur,2021,4,Unknown,76421
Manipur,2021,4,Unknown,35832
Manipur,2021,4,Unknown,34316
Manipur,2021,4,Unknown,29651
Manipur,2021,4,Unknown,24082
Manipur,2021,4,Unknown,15985
Manipur,2021,4,Unknown,11949
Manipur,2021,4,Unknown,10063
Manipur,2021,4,Unknown,8184
Manipur,2022,1,Unknown,125131
Manipur,2022,1,Unknown,81134
Manipur,2022,1,Unknown,38088
Manipur,2022,1,Unknown,36514
Manipur,2022,1,Unknown,31533
Manipur,2022,1,Unknown,25589
Manipur,2022,1,Unknown,17014
Manipur,2022,1,Unknown,12728
Manipur,2022,1,Unknown,10719
Manipur,2022,1,Unknown,8724
Manipur,2022,2,Unknown,131901
Manipur,2022,2,Unknown,85559
Manipur,2022,2,Unknown,40196
Manipur,2022,2,Unknown,38512
Manipur,2022,2,Unknown,33293
Manipur,2022,2,Unknown,27002
Manipur,2022,2,Unknown,18011
Manipur,2022,2,Unknown,13435
Manipur,2022,2,Unknown,11310
Manipur,2022,2,Unknown,9201
Manipur,2022,3,Unknown,138892
Manipur,2022,3,Unknown,90100
Manipur,2022,3,Unknown,42321
Manipur,2022,3,Unknown,40486
