state,year,quarter,pincode,registered_users
Dadra & Nagar Haveli & Daman & Diu,2024,3,Unknown,110726
Dadra & Nagar Haveli & Daman & Diu,2024,3,Unknown,54888
Dadra & Nagar Haveli & Daman & Diu,2024,3,Unknown,51544
Dadra & Nagar Haveli & Daman & Diu,2024,3,Unknown,43944
Dadra & Nagar Haveli & Daman & Diu,2024,3,Unknown,10624
Dadra & Nagar Haveli & Daman & Diu,2024,3,Unknown,7694
Dadra & Nagar Haveli & Daman & Diu,2024,3,Unknown,2999
Dadra & Nagar Haveli & Daman & Diu,2024,3,Unknown,2013
Dadra & Nagar Haveli & Daman & Diu,2024,4,Unknown,236144
Dadra & Nagar Haveli & Daman & Diu,2024,4,Unknown,115912
Dadra & Nagar Haveli & Daman & Diu,2024,4,Unknown,113815
Dadra & Nagar Haveli & Daman & Diu,2024,4,Unknown,56132
Dadra & Nagar Haveli & Daman & Diu,2024,4,Unknown,52565
Dadra & Nagar Haveli & Daman & Diu,2024,4,Unknown,45146
Dadra & Nagar Haveli & Daman & Diu,2024,4,Unknown,11108
Dadra & Nagar Haveli & Daman & Diu,2024,4,Unknown,7904
Dadra & Nagar Haveli & Daman & Diu,2024,4,Unknown,3054
Dadra & Nagar Haveli & Daman & Diu,2024,4,Unknown,2107
Delhi,2018,1,Unknown,95496
Delhi,2018,1,Unknown,83600
Delhi,2018,1,Unknown,61333
Delhi,2018,1,Unknown,59970
Delhi,2018,1,Unknown,55765
Delhi,2018,1,Unknown,50625
Delhi,2018,1,Unknown,47451
Delhi,2018,1,Unknown,46307
Delhi,2018,1,Unknown,44143
Delhi,2018,1,Unknown,42647
Delhi,2018,2,Unknown,124901
Delhi,2018,2,Unknown,108175
Delhi,2018,2,Unknown,79557
Delhi,2018,2,Unknown,79225
Delhi,2018,2,Unknown,73732
Delhi,2018,2,Unknown,66744
Delhi,2018,2,Unknown,63649
Delhi,2018,2,Unknown,60887
Delhi,2018,2,Unknown,57380
Delhi,2018,2,Unknown,56366
Delhi,2018,3,Unknown,156028
Delhi,2018,3,Unknown,136676
Delhi,2018,3,Unknown,101332
Delhi,2018,3,Unknown,100850
Delhi,2018,3,Unknown,91279
Delhi,2018,3,Unknown,84164
Delhi,2018,3,Unknown,80112
Delhi,2018,3,Unknown,74435
Delhi,2018,3,Unknown,71154
Delhi,2018,3,Unknown,71056
Delhi,2018,4,Unknown,206537
Delhi,2018,4,Unknown,177133
Delhi,2018,4,Unknown,133412
Delhi,2018,4,Unknown,132600
Delhi,2018,4,Unknown,121802
Delhi,2018,4,Unknown,114255
Delhi,2018,4,Unknown,106984
Delhi,2018,4,Unknown,98358
Delhi,2018,4,Unknown,95335
Delhi,2018,4,Unknown,94322
Delhi,2019,1,Unknown,246566
Delhi,2019,1,Unknown,206805
Delhi,2019,1,Unknown,158267
Delhi,2019,1,Unknown,152640
Delhi,2019,1,Unknown,145716
Delhi,2019,1,Unknown,135423
Delhi,2019,1,Unknown,129476
Delhi,2019,1,Unknown,117835
Delhi,2019,1,Unknown,114562
Delhi,2019,1,Unknown,113898
Delhi,2019,2,Unknown,274593
Delhi,2019,2,Unknown,228546
Delhi,2019,2,Unknown,177199
Delhi,2019,2,Unknown,167307
Delhi,2019,2,Unknown,162716
Delhi,2019,2,Unknown,150097
Delhi,2019,2,Unknown,146820
Delhi,2019,2,Unknown,131498
Delhi,2019,2,Unknown,130660
Delhi,2019,2,Unknown,129008
Delhi,2019,3,Unknown,300007
Delhi,2019,3,Unknown,248727
Delhi,2019,3,Unknown,194575
Delhi,2019,3,Unknown,180186
Delhi,2019,3,Unknown,178410
Delhi,2019,3,Unknown,164301
Delhi,2019,3,Unknown,163228
Delhi,2019,3,Unknown,148352
Delhi,2019,3,Unknown,146798
Delhi,2019,3,Unknown,144276
Delhi,2019,4,Unknown,320535
Delhi,2019,4,Unknown,264380
Delhi,2019,4,Unknown,209488
Delhi,2019,4,Unknown,192424
Delhi,2019,4,Unknown,189774
Delhi,2019,4,Unknown,177838
Delhi,2019,4,Unknown,176194
Delhi,2019,4,Unknown,161096
Delhi,2019,4,Unknown,160180
Delhi,2019,4,Unknown,156000
Delhi,2020,1,Unknown,342152
Delhi,2020,1,Unknown,280039
Delhi,2020,1,Unknown,226703
Delhi,2020,1,Unknown,207511
Delhi,2020,1,Unknown,200098
Delhi,2020,1,Unknown,194243
Delhi,2020,1,Unknown,187975
Delhi,2020,1,Unknown,175645
Delhi,2020,1,Unknown,171087
Delhi,2020,1,Unknown,170522
Delhi,2020,2,Unknown,365614
Delhi,2020,2,Unknown,295000
Delhi,2020,2,Unknown,246312
Delhi,2020,2,Unknown,223161
Delhi,2020,2,Unknown,211987
Delhi,2020,2,Unknown,211869
Delhi,2020,2,Unknown,199631
Delhi,2020,2,Unknown,192135
Delhi,2020,2,Unknown,186853
Delhi,2020,2,Unknown,186007
Delhi,2020,3,Unknown,393571
Delhi,2020,3,Unknown,314384
Delhi,2020,3,Unknown,267186
Delhi,2020,3,Unknown,240937
Delhi,2020,3,Unknown,231602
Delhi,2020,3,Unknown,225882
Delhi,2020,3,Unknown,213595
Delhi,2020,3,Unknown,210508
Delhi,2020,3,Unknown,205752
Delhi,2020,3,Unknown,202151
Delhi,2020,4,Unknown,423149
Delhi,2020,4,Unknown,335783
Delhi,2020,4,Unknown,288308
Delhi,2020,4,Unknown,259476
Delhi,2020,4,Unknown,252304
Delhi,2020,4,Unknown,241334
Delhi,2020,4,Unknown,230259
Delhi,2020,4,Unknown,228635
Delhi,2020,4,Unknown,226890
Delhi,2020,4,Unknown,219941
Delhi,2021,1,Unknown,454201
Delhi,2021,1,Unknown,359376
Delhi,2021,1,Unknown,310419
Delhi,2021,1,Unknown,278606
Delhi,2021,1,Unknown,272303
Delhi,2021,1,Unknown,257921
Delhi,2021,1,Unknown,248570
Delhi,2021,1,Unknown,245562
Delhi,2021,1,Unknown,245046
Delhi,2021,1,Unknown,237271
Delhi,2021,2,Unknown,485328
Delhi,2021,2,Unknown,383095
Delhi,2021,2,Unknown,332618
Delhi,2021,2,Unknown,297678
Delhi,2021,2,Unknown,291909
Delhi,2021,2,Unknown,275085
Delhi,2021,2,Unknown,266143
Delhi,2021,2,Unknown,262977
Delhi,2021,2,Unknown,261791
Delhi,2021,2,Unknown,254105
Delhi,2021,3,Unknown,520096
Delhi,2021,3,Unknown,409520
Delhi,2021,3,Unknown,357590
Delhi,2021,3,Unknown,319096
Delhi,2021,3,Unknown,314015
Delhi,2021,3,Unknown,293937
Delhi,2021,3,Unknown,285714
Delhi,2021,3,Unknown,282380
Delhi,2021,3,Unknown,280334
Delhi,2021,3,Unknown,273110
Delhi,2021,4,Unknown,555449
Delhi,2021,4,Unknown,436075
Delhi,2021,4,Unknown,382858
Delhi,2021,4,Unknown,340833
Delhi,2021,4,Unknown,336405
Delhi,2021,4,Unknown,312819
Delhi,2021,4,Unknown,305422
Delhi,2021,4,Unknown,301988
Delhi,2021,4,Unknown,299233
Delhi,2021,4,Unknown,292597
Delhi,2022,1,Unknown,588266
Delhi,2022,1,Unknown,460951
Delhi,2022,1,Unknown,406863
Delhi,2022,1,Unknown,361314
Delhi,2022,1,Unknown,357509
Delhi,2022,1,Unknown,330413
Delhi,2022,1,Unknown,324145
Delhi,2022,1,Unknown,320362
Delhi,2022,1,Unknown,316906
Delhi,2022,1,Unknown,310672
Delhi,2022,2,Unknown,619737
Delhi,2022,2,Unknown,484816
Delhi,2022,2,Unknown,429566
Delhi,2022,2,Unknown,381041
Delhi,2022,2,Unknown,377721
Delhi,2022,2,Unknown,347243
Delhi,2022,2,Unknown,341936
Delhi,2022,2,Unknown,337770
Delhi,2022,2,Unknown,333973
Delhi,2022,2,Unknown,328052
Delhi,2022,3,Unknown,652328
Delhi,2022,3,Unknown,509260
Delhi,2022,3,Unknown,453393
Delhi,2022,3,Unknown,401386
Delhi,2022,3,Unknown,398712
Delhi,2022,3,Unknown,364644
Delhi,2022,3,Unknown,360554
Delhi,2022,3,Unknown,356138
Delhi,2022,3,Unknown,351480
Delhi,2022,3,Unknown,346285
Delhi,2022,4,Unknown,685596
Delhi,2022,4,Unknown,534009
Delhi,2022,4,Unknown,477514
Delhi,2022,4,Unknown,422192
Delhi,2022,4,Unknown,419823
Delhi,2022,4,Unknown,382113
Delhi,2022,4,Unknown,379346
Delhi,2022,4,Unknown,374689
Delhi,2022,4,Unknown,369272
Delhi,2022,4,Unknown,364573
Delhi,2023,1,Unknown,716856
Delhi,2023,1,Unknown,557488
Delhi,2023,1,Unknown,500213
Delhi,2023,1,Unknown,441996
Delhi,2023,1,Unknown,439789
Delhi,2023,1,Unknown,398902
Delhi,2023,1,Unknown,397220
Delhi,2023,1,Unknown,392197
Delhi,2023,1,Unknown,386108
Delhi,2023,1,Unknown,381910
Delhi,2023,2,Unknown,744061
Delhi,2023,2,Unknown,577301
Delhi,2023,2,Unknown,520976
Delhi,2023,2,Unknown,459541
Delhi,2023,2,Unknown,457756
Delhi,2023,2,Unknown,413225
Delhi,2023,2,Unknown,413127
Delhi,2023,2,Unknown,407624
Delhi,2023,2,Unknown,400907
Delhi,2023,2,Unknown,397341
Delhi,2023,3,Unknown,772107
Delhi,2023,3,Unknown,598195
Delhi,2023,3,Unknown,540985
Delhi,2023,3,Unknown,477143
Delhi,2023,3,Unknown,475553
Delhi,2023,3,Unknown,429279
Delhi,2023,3,Unknown,428343
Delhi,2023,3,Unknown,423667
Delhi,2023,3,Unknown,415834
Delhi,2023,3,Unknown,413005
Delhi,2023,4,Unknown,798856
Delhi,2023,4,Unknown,617934
Delhi,2023,4,Unknown,561319
Delhi,2023,4,Unknown,494483
Delhi,2023,4,Unknown,493201
Delhi,2023,4,Unknown,444837
Delhi,2023,4,Unknown,442488
Delhi,2023,4,Unknown,438988
Delhi,2023,4,Unknown,430061
Delhi,2023,4,Unknown,428202
Delhi,2024,1,Unknown,829414
Delhi,2024,1,Unknown,640499
Delhi,2024,1,Unknown,583639
Delhi,2024,1,Unknown,513673
Delhi,2024,1,Unknown,513299
Delhi,2024,1,Unknown,462468
Delhi,2024,1,Unknown,458957
Delhi,2024,1,Unknown,456507
Delhi,2024,1,Unknown,446305
Delhi,2024,1,Unknown,445367
Delhi,2024,2,Unknown,860657
Delhi,2024,2,Unknown,664004
Delhi,2024,2,Unknown,606637
Delhi,2024,2,Unknown,533714
Delhi,2024,2,Unknown,533351
Delhi,2024,2,Unknown,480546
Delhi,2024,2,Unknown,475853
Delhi,2024,2,Unknown,474265
Delhi,2024,2,Unknown,463060
Delhi,2024,2,Unknown,462808
Delhi,2024,3,Unknown,808649
Delhi,2024,3,Unknown,640039
Delhi,2024,3,Unknown,572978
Delhi,2024,3,Unknown,564824
Delhi,2024,3,Unknown,511337
Delhi,2024,3,Unknown,503783
Delhi,2024,3,Unknown,421565
Delhi,2024,3,Unknown,415633
Delhi,2024,3,Unknown,413179
Delhi,2024,3,Unknown,406578
Delhi,2024,4,Unknown,826819
Delhi,2024,4,Unknown,654020
Delhi,2024,4,Unknown,587845
Delhi,2024,4,Unknown,578378
Delhi,2024,4,Unknown,522834
Delhi,2024,4,Unknown,516205
Delhi,2024,4,Unknown,432535
Delhi,2024,4,Unknown,425910
Delhi,2024,4,Unknown,423578
Delhi,2024,4,Unknown,414907
Goa,2018,1,Unknown,6466
Goa,2018,1,Unknown,5251
Goa,2018,1,Unknown,5240
Goa,2018,1,Unknown,5138
Goa,2018,1,Unknown,3850
Goa,2018,1,Unknown,3844
Goa,2018,1,Unknown,3831
Goa,2018,1,Unknown,2841
Goa,2018,1,Unknown,2443
Goa,2018,1,Unknown,2386
Goa,2018,2,Unknown,8301
Goa,2018,2,Unknown,7089
Goa,2018,2,Unknown,6974
Goa,2018,2,Unknown,6685
Goa,2018,2,Unknown,5343
Goa,2018,2,Unknown,5119
Goa,2018,2,Unknown,4991
Goa,2018,2,Unknown,3804
Goa,2018,2,Unknown,3277
Goa,2018,2,Unknown,3077
Goa,2018,3,Unknown,9997
Goa,2018,3,Unknown,8932
Goa,2018,3,Unknown,8721
Goa,2018,3,Unknown,8256
Goa,2018,3,Unknown,7084
Goa,2018,3,Unknown,6453
Goa,2018,3,Unknown,6272
Goa,2018,3,Unknown,4797
Goa,2018,3,Unknown,4153
Goa,2018,3,Unknown,3775
Goa,2018,4,Unknown,12486
Goa,2018,4,Unknown,11471
Goa,2018,4,Unknown,10977
Goa,2018,4,Unknown,10356
Goa,2018,4,Unknown,9148
Goa,2018,4,Unknown,8151
Goa,2018,4,Unknown,7980
Goa,2018,4,Unknown,6106
Goa,2018,4,Unknown,5194
Goa,2018,4,Unknown,4753
Goa,2019,1,Unknown,15021
Goa,2019,1,Unknown,14063
Goa,2019,1,Unknown,13406
Goa,2019,1,Unknown,12431
Goa,2019,1,Unknown,11012
Goa,2019,1,Unknown,9859
Goa,2019,1,Unknown,9777
Goa,2019,1,Unknown,7471
Goa,2019,1,Unknown,6247
Goa,2019,1,Unknown,5763
Goa,2019,2,Unknown,17020
Goa,2019,2,Unknown,16546
Goa,2019,2,Unknown,15906
Goa,2019,2,Unknown,14462
Goa,2019,2,Unknown,12443
Goa,2019,2,Unknown,11642
Goa,2019,2,Unknown,11602
Goa,2019,2,Unknown,8708
Goa,2019,2,Unknown,7164
Goa,2019,2,Unknown,6805
Goa,2019,3,Unknown,19191
Goa,2019,3,Unknown,18952
Goa,2019,3,Unknown,18205
Goa,2019,3,Unknown,16425
Goa,2019,3,Unknown,13795
Goa,2019,3,Unknown,13252
Goa,2019,3,Unknown,13185
Goa,2019,3,Unknown,10022
Goa,2019,3,Unknown,8059
Goa,2019,3,Unknown,7853
Goa,2019,4,Unknown,21230
Goa,2019,4,Unknown,20952
Goa,2019,4,Unknown,20128
Goa,2019,4,Unknown,18284
Goa,2019,4,Unknown,15231
Goa,2019,4,Unknown,14800
Goa,2019,4,Unknown,14490
Goa,2019,4,Unknown,11139
Goa,2019,4,Unknown,8917
Goa,2019,4,Unknown,8854
Goa,2020,1,Unknown,23160
Goa,2020,1,Unknown,22905
Goa,2020,1,Unknown,22252
Goa,2020,1,Unknown,20276
Goa,2020,1,Unknown,16611
Goa,2020,1,Unknown,16487
Goa,2020,1,Unknown,16084
Goa,2020,1,Unknown,12266
Goa,2020,1,Unknown,9989
Goa,2020,1,Unknown,9727
Goa,2020,2,Unknown,24693
Goa,2020,2,Unknown,24596
Goa,2020,2,Unknown,24526
Goa,2020,2,Unknown,22379
Goa,2020,2,Unknown,18333
Goa,2020,2,Unknown,17947
Goa,2020,2,Unknown,17824
Goa,2020,2,Unknown,13409
Goa,2020,2,Unknown,11037
Goa,2020,2,Unknown,10353
Goa,2020,3,Unknown,27208
Goa,2020,3,Unknown,26737
Goa,2020,3,Unknown,26198
Goa,2020,3,Unknown,24797
Goa,2020,3,Unknown,20441
Goa,2020,3,Unknown,19674
Goa,2020,3,Unknown,19552
Goa,2020,3,Unknown,14524
Goa,2020,3,Unknown,12307
Goa,2020,3,Unknown,11111
Goa,2020,4,Unknown,30363
Goa,2020,4,Unknown,29484
Goa,2020,4,Unknown,28745
Goa,2020,4,Unknown,27577
Goa,2020,4,Unknown,22919
Goa,2020,4,Unknown,21866
Goa,2020,4,Unknown,21365
Goa,2020,4,Unknown,16004
Goa,2020,4,Unknown,13802
Goa,2020,4,Unknown,12169
Goa,2021,1,Unknown,32812
Goa,2021,1,Unknown,31639
Goa,2021,1,Unknown,31109
Goa,2021,1,Unknown,29759
Goa,2021,1,Unknown,24789
Goa,2021,1,Unknown,23590
Goa,2021,1,Unknown,23019
Goa,2021,1,Unknown,17278
Goa,2021,1,Unknown,15009
Goa,2021,1,Unknown,13117
Goa,2021,2,Unknown,35016
Goa,2021,2,Unknown,33753
Goa,2021,2,Unknown,33166
Goa,2021,2,Unknown,31770
Goa,2021,2,Unknown,26546
Goa,2021,2,Unknown,25160
Goa,2021,2,Unknown,24578
Goa,2021,2,Unknown,18403
Goa,2021,2,Unknown,16035
Goa,2021,2,Unknown,13992
Goa,2021,3,Unknown,37507
Goa,2021,3,Unknown,36113
Goa,2021,3,Unknown,35395
Goa,2021,3,Unknown,34083
Goa,2021,3,Unknown,28444
Goa,2021,3,Unknown,26955
Goa,2021,3,Unknown,26342
Goa,2021,3,Unknown,19690
Goa,2021,3,Unknown,17249
Goa,2021,3,Unknown,14917
Goa,2021,4,Unknown,39985
Goa,2021,4,Unknown,38489
Goa,2021,4,Unknown,37615
Goa,2021,4,Unknown,36388
Goa,2021,4,Unknown,30339
Goa,2021,4,Unknown,28748
Goa,2021,4,Unknown,28215
Goa,2021,4,Unknown,20963
Goa,2021,4,Unknown,18476
Goa,2021,4,Unknown,15851
Goa,2022,1,Unknown,42284
Goa,2022,1,Unknown,40658
Goa,2022,1,Unknown,39737
Goa,2022,1,Unknown,38530
Goa,2022,1,Unknown,32152
Goa,2022,1,Unknown,30460
Goa,2022,1,Unknown,29946
Goa,2022,1,Unknown,22153
Goa,2022,1,Unknown,19621
Goa,2022,1,Unknown,16746
Goa,2022,2,Unknown,44524
Goa,2022,2,Unknown,42745
Goa,2022,2,Unknown,41711
Goa,2022,2,Unknown,40592
Goa,2022,2,Unknown,33849
Goa,2022,2,Unknown,32057
Goa,2022,2,Unknown,31588
Goa,2022,2,Unknown,23291
Goa,2022,2,Unknown,20688
Goa,2022,2,Unknown,17575
Goa,2022,3,Unknown,46781
Goa,2022,3,Unknown,44871
Goa,2022,3,Unknown,43715
Goa,2022,3,Unknown,42722
Goa,2022,3,Unknown,35584
Goa,2022,3,Unknown,33724
Goa,2022,3,Unknown,33341
Goa,2022,3,Unknown,24473
Goa,2022,3,Unknown,21788
Goa,2022,3,Unknown,18401
Goa,2022,4,Unknown,49007
Goa,2022,4,Unknown,46997
Goa,2022,4,Unknown,45745
Goa,2022,4,Unknown,44729
Goa,2022,4,Unknown,37261
Goa,2022,4,Unknown,35405
Goa,2022,4,Unknown,35057
Goa,2022,4,Unknown,25628
Goa,2022,4,Unknown,22733
Goa,2022,4,Unknown,19246
Goa,2023,1,Unknown,51090
Goa,2023,1,Unknown,49009
Goa,2023,1,Unknown,47604
Goa,2023,1,Unknown,46716
Goa,2023,1,Unknown,38878
Goa,2023,1,Unknown,36991
Goa,2023,1,Unknown,36725
Goa,2023,1,Unknown,26694
Goa,2023,1,Unknown,23734
Goa,2023,1,Unknown,20070
Goa,2023,2,Unknown,52926
Goa,2023,2,Unknown,50691
Goa,2023,2,Unknown,49202
Goa,2023,2,Unknown,48492
Goa,2023,2,Unknown,40331
Goa,2023,2,Unknown,38360
Goa,2023,2,Unknown,38166
Goa,2023,2,Unknown,27648
Goa,2023,2,Unknown,24698
Goa,2023,2,Unknown,20746
Goa,2023,3,Unknown,54900
Goa,2023,3,Unknown,52510
Goa,2023,3,Unknown,51006
Goa,2023,3,Unknown,50416
Goa,2023,3,Unknown,41891
Goa,2023,3,Unknown,39799
Goa,2023,3,Unknown,39670
Goa,2023,3,Unknown,28680
Goa,2023,3,Unknown,25682
Goa,2023,3,Unknown,21511
Goa,2023,4,Unknown,56885
Goa,2023,4,Unknown,54280
Goa,2023,4,Unknown,52605
Goa,2023,4,Unknown,52198
Goa,2023,4,Unknown,43282
Goa,2023,4,Unknown,41222
Goa,2023,4,Unknown,41184
Goa,2023,4,Unknown,29665
Goa,2023,4,Unknown,26680
Goa,2023,4,Unknown,22181
Goa,2024,1,Unknown,58940
Goa,2024,1,Unknown,56283
Goa,2024,1,Unknown,54487
Goa,2024,1,Unknown,54242
Goa,2024,1,Unknown,44989
Goa,2024,1,Unknown,42895
Goa,2024,1,Unknown,42787
Goa,2024,1,Unknown,30789
Goa,2024,1,Unknown,27736
Goa,2024,1,Unknown,23003
Goa,2024,2,Unknown,61101
Goa,2024,2,Unknown,58327
Goa,2024,2,Unknown,56453
Goa,2024,2,Unknown,56294
Goa,2024,2,Unknown,46652
Goa,2024,2,Unknown,44513
Goa,2024,2,Unknown,44336
Goa,2024,2,Unknown,31894
Goa,2024,2,Unknown,28792
Goa,2024,2,Unknown,23798
Goa,2024,3,Unknown,84080
Goa,2024,3,Unknown,56942
Goa,2024,3,Unknown,52133
Goa,2024,3,Unknown,51233
Goa,2024,3,Unknown,47824
Goa,2024,3,Unknown,45431
Goa,2024,3,Unknown,38927
Goa,2024,3,Unknown,30835
Goa,2024,3,Unknown,30835
Goa,2024,3,Unknown,28486
Goa,2024,4,Unknown,85822
Goa,2024,4,Unknown,58586
Goa,2024,4,Unknown,53725
Goa,2024,4,Unknown,52514
Goa,2024,4,Unknown,49057
Goa,2024,4,Unknown,46639
Goa,2024,4,Unknown,40100
Goa,2024,4,Unknown,31498
Goa,2024,4,Unknown,31432
Goa,2024,4,Unknown,29553
Gujarat,2018,1,Unknown,72275
Gujarat,2018,1,Unknown,45734
Gujarat,2018,1,Unknown,37825
Gujarat,2018,1,Unknown,32292
Gujarat,2018,1,Unknown,31969
Gujarat,2018,1,Unknown,30787
Gujarat,2018,1,Unknown,25321
Gujarat,2018,1,Unknown,23628
Gujarat,2018,1,Unknown,22824
Gujarat,2018,1,Unknown,22742
Gujarat,2018,2,Unknown,94500
Gujarat,2018,2,Unknown,60175
Gujarat,2018,2,Unknown,49139
Gujarat,2018,2,Unknown,44190
Gujarat,2018,2,Unknown,41644
Gujarat,2018,2,Unknown,40881
Gujarat,2018,2,Unknown,32292
Gujarat,2018,2,Unknown,30464
Gujarat,2018,2,Unknown,30378
Gujarat,2018,2,Unknown,29895
Gujarat,2018,3,Unknown,113391
Gujarat,2018,3,Unknown,73560
Gujarat,2018,3,Unknown,58525
Gujarat,2018,3,Unknown,56563
Gujarat,2018,3,Unknown,50366
Gujarat,2018,3,Unknown,49974
Gujarat,2018,3,Unknown,38490
Gujarat,2018,3,Unknown,38313
Gujarat,2018,3,Unknown,36563
Gujarat,2018,3,Unknown,36510
Gujarat,2018,4,Unknown,135881
Gujarat,2018,4,Unknown,89595
Gujarat,2018,4,Unknown,71909
Gujarat,2018,4,Unknown,69666
Gujarat,2018,4,Unknown,62863
Gujarat,2018,4,Unknown,62164
Gujarat,2018,4,Unknown,50895
Gujarat,2018,4,Unknown,48467
Gujarat,2018,4,Unknown,46926
Gujarat,2018,4,Unknown,44962
Gujarat,2019,1,Unknown,157558
Gujarat,2019,1,Unknown,104683
Gujarat,2019,1,Unknown,86656
Gujarat,2019,1,Unknown,79826
Gujarat,2019,1,Unknown,74106
Gujarat,2019,1,Unknown,73240
Gujarat,2019,1,Unknown,60080
Gujarat,2019,1,Unknown,58289
Gujarat,2019,1,Unknown,56346
Gujarat,2019,1,Unknown,53663
Gujarat,2019,2,Unknown,180042
Gujarat,2019,2,Unknown,117410
Gujarat,2019,2,Unknown,99259
Gujarat,2019,2,Unknown,88490
Gujarat,2019,2,Unknown,83582
Gujarat,2019,2,Unknown,82557
Gujarat,2019,2,Unknown,67372
Gujarat,2019,2,Unknown,66034
Gujarat,2019,2,Unknown,64402
Gujarat,2019,2,Unknown,61531
Gujarat,2019,3,Unknown,198132
Gujarat,2019,3,Unknown,128538
Gujarat,2019,3,Unknown,111163
Gujarat,2019,3,Unknown,95896
Gujarat,2019,3,Unknown,92274
Gujarat,2019,3,Unknown,90925
Gujarat,2019,3,Unknown,73913
Gujarat,2019,3,Unknown,73506
Gujarat,2019,3,Unknown,72158
Gujarat,2019,3,Unknown,68940
Gujarat,2019,4,Unknown,214322
Gujarat,2019,4,Unknown,138999
Gujarat,2019,4,Unknown,123670
Gujarat,2019,4,Unknown,103138
Gujarat,2019,4,Unknown,99646
Gujarat,2019,4,Unknown,98804
Gujarat,2019,4,Unknown,81666
Gujarat,2019,4,Unknown,79158
Gujarat,2019,4,Unknown,78997
Gujarat,2019,4,Unknown,75408
Gujarat,2020,1,Unknown,230047
Gujarat,2020,1,Unknown,149506
Gujarat,2020,1,Unknown,137283
Gujarat,2020,1,Unknown,110684
Gujarat,2020,1,Unknown,106915
Gujarat,2020,1,Unknown,106647
Gujarat,2020,1,Unknown,90365
Gujarat,2020,1,Unknown,86315
Gujarat,2020,1,Unknown,84353
Gujarat,2020,1,Unknown,82048
Gujarat,2020,2,Unknown,245129
Gujarat,2020,2,Unknown,160784
Gujarat,2020,2,Unknown,153681
Gujarat,2020,2,Unknown,119752
Gujarat,2020,2,Unknown,115539
Gujarat,2020,2,Unknown,115202
Gujarat,2020,2,Unknown,100064
Gujarat,2020,2,Unknown,95250
Gujarat,2020,2,Unknown,90515
Gujarat,2020,2,Unknown,90259
Gujarat,2020,3,Unknown,259468
Gujarat,2020,3,Unknown,173062
Gujarat,2020,3,Unknown,167802
Gujarat,2020,3,Unknown,127956
Gujarat,2020,3,Unknown,124692
Gujarat,2020,3,Unknown,123709
Gujarat,2020,3,Unknown,109788
Gujarat,2020,3,Unknown,103846
Gujarat,2020,3,Unknown,98070
Gujarat,2020,3,Unknown,96759
Gujarat,2020,4,Unknown,276969
Gujarat,2020,4,Unknown,187103
Gujarat,2020,4,Unknown,184572
Gujarat,2020,4,Unknown,137335
Gujarat,2020,4,Unknown,135529
Gujarat,2020,4,Unknown,133012
Gujarat,2020,4,Unknown,121067
Gujarat,2020,4,Unknown,112726
Gujarat,2020,4,Unknown,105910
Gujarat,2020,4,Unknown,103359
Gujarat,2021,1,Unknown,297048
Gujarat,2021,1,Unknown,201470
Gujarat,2021,1,Unknown,200058
Gujarat,2021,1,Unknown,147473
Gujarat,2021,1,Unknown,145856
Gujarat,2021,1,Unknown,142849
Gujarat,2021,1,Unknown,130996
Gujarat,2021,1,Unknown,121750
Gujarat,2021,1,Unknown,113956
Gujarat,2021,1,Unknown,110989
Gujarat,2021,2,Unknown,317597
Gujarat,2021,2,Unknown,215717
Gujarat,2021,2,Unknown,214776
Gujarat,2021,2,Unknown,157608
Gujarat,2021,2,Unknown,156006
Gujarat,2021,2,Unknown,152795
Gujarat,2021,2,Unknown,140329
Gujarat,2021,2,Unknown,130437
Gujarat,2021,2,Unknown,121975
Gujarat,2021,2,Unknown,119329
Gujarat,2021,3,Unknown,340436
Gujarat,2021,3,Unknown,231725
Gujarat,2021,3,Unknown,231353
Gujarat,2021,3,Unknown,168968
Gujarat,2021,3,Unknown,167307
Gujarat,2021,3,Unknown,163762
Gujarat,2021,3,Unknown,150868
Gujarat,2021,3,Unknown,140098
Gujarat,2021,3,Unknown,130967
Gujarat,2021,3,Unknown,128886
Gujarat,2021,4,Unknown,363595
Gujarat,2021,4,Unknown,247983
Gujarat,2021,4,Unknown,247597
Gujarat,2021,4,Unknown,180294
Gujarat,2021,4,Unknown,178606
Gujarat,2021,4,Unknown,174821
Gujarat,2021,4,Unknown,161460
Gujarat,2021,4,Unknown,149751
Gujarat,2021,4,Unknown,139819
Gujarat,2021,4,Unknown,138286
Gujarat,2022,1,Unknown,385040
Gujarat,2022,1,Unknown,263596
Gujarat,2022,1,Unknown,262287
Gujarat,2022,1,Unknown,190769
Gujarat,2022,1,Unknown,189101
Gujarat,2022,1,Unknown,185001
Gujarat,2022,1,Unknown,171443
Gujarat,2022,1,Unknown,158818
Gujarat,2022,1,Unknown,148068
Gujarat,2022,1,Unknown,147477
Gujarat,2022,2,Unknown,405477
Gujarat,2022,2,Unknown,278453
Gujarat,2022,2,Unknown,276339
Gujarat,2022,2,Unknown,200828
Gujarat,2022,2,Unknown,199079
Gujarat,2022,2,Unknown,194725
Gujarat,2022,2,Unknown,180851
Gujarat,2022,2,Unknown,167419
Gujarat,2022,2,Unknown,156144
Gujarat,2022,2,Unknown,155908
Gujarat,2022,3,Unknown,426968
Gujarat,2022,3,Unknown,294155
Gujarat,2022,3,Unknown,290935
Gujarat,2022,3,Unknown,211361
Gujarat,2022,3,Unknown,209495
Gujarat,2022,3,Unknown,204832
Gujarat,2022,3,Unknown,190805
