state,year,quarter,pincode,registered_users
Kerala,2023,4,Unknown,47879
Kerala,2023,4,Unknown,46867
Kerala,2023,4,Unknown,44934
Kerala,2023,4,Unknown,43307
Kerala,2023,4,Unknown,42463
Kerala,2023,4,Unknown,42282
Kerala,2024,1,Unknown,60930
Kerala,2024,1,Unknown,60600
Kerala,2024,1,Unknown,55882
Kerala,2024,1,Unknown,51465
Kerala,2024,1,Unknown,49665
Kerala,2024,1,Unknown,48655
Kerala,2024,1,Unknown,46619
Kerala,2024,1,Unknown,45026
Kerala,2024,1,Unknown,44067
Kerala,2024,1,Unknown,43845
Kerala,2024,2,Unknown,63130
Kerala,2024,2,Unknown,62788
Kerala,2024,2,Unknown,57853
Kerala,2024,2,Unknown,53320
Kerala,2024,2,Unknown,51420
Kerala,2024,2,Unknown,50475
Kerala,2024,2,Unknown,48263
Kerala,2024,2,Unknown,46732
Kerala,2024,2,Unknown,45712
Kerala,2024,2,Unknown,45351
Kerala,2024,3,Unknown,85642
Kerala,2024,3,Unknown,63788
Kerala,2024,3,Unknown,59886
Kerala,2024,3,Unknown,51472
Kerala,2024,3,Unknown,50622
Kerala,2024,3,Unknown,50489
Kerala,2024,3,Unknown,49231
Kerala,2024,3,Unknown,48727
Kerala,2024,3,Unknown,48640
Kerala,2024,3,Unknown,47963
Kerala,2024,4,Unknown,88371
Kerala,2024,4,Unknown,65894
Kerala,2024,4,Unknown,61779
Kerala,2024,4,Unknown,53182
Kerala,2024,4,Unknown,52264
Kerala,2024,4,Unknown,52232
Kerala,2024,4,Unknown,50595
Kerala,2024,4,Unknown,50428
Kerala,2024,4,Unknown,50009
Kerala,2024,4,Unknown,49494
Ladakh,2018,1,Unknown,2329
Ladakh,2018,1,Unknown,1584
Ladakh,2018,1,Unknown,1397
Ladakh,2018,1,Unknown,670
Ladakh,2018,1,Unknown,641
Ladakh,2018,1,Unknown,458
Ladakh,2018,1,Unknown,353
Ladakh,2018,1,Unknown,259
Ladakh,2018,1,Unknown,255
Ladakh,2018,1,Unknown,241
Ladakh,2018,2,Unknown,3343
Ladakh,2018,2,Unknown,2388
Ladakh,2018,2,Unknown,2112
Ladakh,2018,2,Unknown,984
Ladakh,2018,2,Unknown,943
Ladakh,2018,2,Unknown,655
Ladakh,2018,2,Unknown,511
Ladakh,2018,2,Unknown,361
Ladakh,2018,2,Unknown,357
Ladakh,2018,2,Unknown,342
Ladakh,2018,3,Unknown,4461
Ladakh,2018,3,Unknown,3292
Ladakh,2018,3,Unknown,2882
Ladakh,2018,3,Unknown,1385
Ladakh,2018,3,Unknown,1264
Ladakh,2018,3,Unknown,976
Ladakh,2018,3,Unknown,717
Ladakh,2018,3,Unknown,534
Ladakh,2018,3,Unknown,519
Ladakh,2018,3,Unknown,468
Ladakh,2018,4,Unknown,5767
Ladakh,2018,4,Unknown,4561
Ladakh,2018,4,Unknown,3824
Ladakh,2018,4,Unknown,1913
Ladakh,2018,4,Unknown,1632
Ladakh,2018,4,Unknown,1460
Ladakh,2018,4,Unknown,970
Ladakh,2018,4,Unknown,800
Ladakh,2018,4,Unknown,706
Ladakh,2018,4,Unknown,640
Ladakh,2019,1,Unknown,6985
Ladakh,2019,1,Unknown,5676
Ladakh,2019,1,Unknown,4722
Ladakh,2019,1,Unknown,2336
Ladakh,2019,1,Unknown,1998
Ladakh,2019,1,Unknown,1938
Ladakh,2019,1,Unknown,1275
Ladakh,2019,1,Unknown,1020
Ladakh,2019,1,Unknown,902
Ladakh,2019,1,Unknown,788
Ladakh,2019,2,Unknown,8074
Ladakh,2019,2,Unknown,6990
Ladakh,2019,2,Unknown,5567
Ladakh,2019,2,Unknown,2793
Ladakh,2019,2,Unknown,2432
Ladakh,2019,2,Unknown,2390
Ladakh,2019,2,Unknown,1584
Ladakh,2019,2,Unknown,1258
Ladakh,2019,2,Unknown,1097
Ladakh,2019,2,Unknown,949
Ladakh,2019,3,Unknown,8972
Ladakh,2019,3,Unknown,7968
Ladakh,2019,3,Unknown,6210
Ladakh,2019,3,Unknown,3004
Ladakh,2019,3,Unknown,2647
Ladakh,2019,3,Unknown,2601
Ladakh,2019,3,Unknown,1723
Ladakh,2019,3,Unknown,1386
Ladakh,2019,3,Unknown,1162
Ladakh,2019,3,Unknown,1014
Ladakh,2019,4,Unknown,9875
Ladakh,2019,4,Unknown,8791
Ladakh,2019,4,Unknown,6838
Ladakh,2019,4,Unknown,3321
Ladakh,2019,4,Unknown,2945
Ladakh,2019,4,Unknown,2850
Ladakh,2019,4,Unknown,1873
Ladakh,2019,4,Unknown,1501
Ladakh,2019,4,Unknown,1304
Ladakh,2019,4,Unknown,1054
Ladakh,2020,1,Unknown,10826
Ladakh,2020,1,Unknown,9668
Ladakh,2020,1,Unknown,7470
Ladakh,2020,1,Unknown,3617
Ladakh,2020,1,Unknown,3320
Ladakh,2020,1,Unknown,3216
Ladakh,2020,1,Unknown,2152
Ladakh,2020,1,Unknown,1776
Ladakh,2020,1,Unknown,1403
Ladakh,2020,1,Unknown,1207
Ladakh,2020,2,Unknown,11904
Ladakh,2020,2,Unknown,10546
Ladakh,2020,2,Unknown,8273
Ladakh,2020,2,Unknown,3957
Ladakh,2020,2,Unknown,3885
Ladakh,2020,2,Unknown,3519
Ladakh,2020,2,Unknown,2449
Ladakh,2020,2,Unknown,2060
Ladakh,2020,2,Unknown,1518
Ladakh,2020,2,Unknown,1358
Ladakh,2020,3,Unknown,13038
Ladakh,2020,3,Unknown,11446
Ladakh,2020,3,Unknown,8999
Ladakh,2020,3,Unknown,4416
Ladakh,2020,3,Unknown,4322
Ladakh,2020,3,Unknown,3865
Ladakh,2020,3,Unknown,2748
Ladakh,2020,3,Unknown,2360
Ladakh,2020,3,Unknown,1661
Ladakh,2020,3,Unknown,1526
Ladakh,2020,4,Unknown,14355
Ladakh,2020,4,Unknown,12651
Ladakh,2020,4,Unknown,9940
Ladakh,2020,4,Unknown,5069
Ladakh,2020,4,Unknown,4681
Ladakh,2020,4,Unknown,4313
Ladakh,2020,4,Unknown,3028
Ladakh,2020,4,Unknown,2673
Ladakh,2020,4,Unknown,1803
Ladakh,2020,4,Unknown,1697
Ladakh,2021,1,Unknown,15511
Ladakh,2021,1,Unknown,13620
Ladakh,2021,1,Unknown,10674
Ladakh,2021,1,Unknown,5484
Ladakh,2021,1,Unknown,5026
Ladakh,2021,1,Unknown,4631
Ladakh,2021,1,Unknown,3256
Ladakh,2021,1,Unknown,2886
Ladakh,2021,1,Unknown,1933
Ladakh,2021,1,Unknown,1854
Ladakh,2021,2,Unknown,16585
Ladakh,2021,2,Unknown,14606
Ladakh,2021,2,Unknown,11446
Ladakh,2021,2,Unknown,5935
Ladakh,2021,2,Unknown,5397
Ladakh,2021,2,Unknown,4964
Ladakh,2021,2,Unknown,3499
Ladakh,2021,2,Unknown,3111
Ladakh,2021,2,Unknown,2070
Ladakh,2021,2,Unknown,1998
Ladakh,2021,3,Unknown,17813
Ladakh,2021,3,Unknown,15772
Ladakh,2021,3,Unknown,12397
Ladakh,2021,3,Unknown,6415
Ladakh,2021,3,Unknown,5819
Ladakh,2021,3,Unknown,5438
Ladakh,2021,3,Unknown,3811
Ladakh,2021,3,Unknown,3389
Ladakh,2021,3,Unknown,2243
Ladakh,2021,3,Unknown,2193
Ladakh,2021,4,Unknown,19007
Ladakh,2021,4,Unknown,16834
Ladakh,2021,4,Unknown,13309
Ladakh,2021,4,Unknown,6889
Ladakh,2021,4,Unknown,6240
Ladakh,2021,4,Unknown,5862
Ladakh,2021,4,Unknown,4093
Ladakh,2021,4,Unknown,3639
Ladakh,2021,4,Unknown,2420
Ladakh,2021,4,Unknown,2397
Ladakh,2022,1,Unknown,20154
Ladakh,2022,1,Unknown,17877
Ladakh,2022,1,Unknown,14135
Ladakh,2022,1,Unknown,7324
Ladakh,2022,1,Unknown,6632
Ladakh,2022,1,Unknown,6231
Ladakh,2022,1,Unknown,4370
Ladakh,2022,1,Unknown,3888
Ladakh,2022,1,Unknown,2563
Ladakh,2022,1,Unknown,2545
Ladakh,2022,2,Unknown,21222
Ladakh,2022,2,Unknown,18842
Ladakh,2022,2,Unknown,14911
Ladakh,2022,2,Unknown,7729
Ladakh,2022,2,Unknown,7006
Ladakh,2022,2,Unknown,6571
Ladakh,2022,2,Unknown,4602
Ladakh,2022,2,Unknown,4102
Ladakh,2022,2,Unknown,2710
Ladakh,2022,2,Unknown,2681
Ladakh,2022,3,Unknown,22353
Ladakh,2022,3,Unknown,19786
Ladakh,2022,3,Unknown,15631
Ladakh,2022,3,Unknown,8113
Ladakh,2022,3,Unknown,7342
Ladakh,2022,3,Unknown,6856
Ladakh,2022,3,Unknown,4828
Ladakh,2022,3,Unknown,4306
Ladakh,2022,3,Unknown,2840
Ladakh,2022,3,Unknown,2791
Ladakh,2022,4,Unknown,23418
Ladakh,2022,4,Unknown,20668
Ladakh,2022,4,Unknown,16206
Ladakh,2022,4,Unknown,8405
Ladakh,2022,4,Unknown,7641
Ladakh,2022,4,Unknown,7055
Ladakh,2022,4,Unknown,5020
Ladakh,2022,4,Unknown,4454
Ladakh,2022,4,Unknown,2943
Ladakh,2022,4,Unknown,2832
Ladakh,2023,1,Unknown,24439
Ladakh,2023,1,Unknown,21580
Ladakh,2023,1,Unknown,16910
Ladakh,2023,1,Unknown,8776
Ladakh,2023,1,Unknown,7971
Ladakh,2023,1,Unknown,7342
Ladakh,2023,1,Unknown,5242
Ladakh,2023,1,Unknown,4663
Ladakh,2023,1,Unknown,3062
Ladakh,2023,1,Unknown,2960
Ladakh,2023,2,Unknown,25357
Ladakh,2023,2,Unknown,22399
Ladakh,2023,2,Unknown,17688
Ladakh,2023,2,Unknown,9138
Ladakh,2023,2,Unknown,8300
Ladakh,2023,2,Unknown,7705
Ladakh,2023,2,Unknown,5492
Ladakh,2023,2,Unknown,4888
Ladakh,2023,2,Unknown,3214
Ladakh,2023,2,Unknown,3100
Ladakh,2023,3,Unknown,26346
Ladakh,2023,3,Unknown,23265
Ladakh,2023,3,Unknown,18391
Ladakh,2023,3,Unknown,9525
Ladakh,2023,3,Unknown,8645
Ladakh,2023,3,Unknown,8019
Ladakh,2023,3,Unknown,5722
Ladakh,2023,3,Unknown,5090
Ladakh,2023,3,Unknown,3343
Ladakh,2023,3,Unknown,3268
Ladakh,2023,4,Unknown,27266
Ladakh,2023,4,Unknown,24102
Ladakh,2023,4,Unknown,19063
Ladakh,2023,4,Unknown,9855
Ladakh,2023,4,Unknown,8985
Ladakh,2023,4,Unknown,8330
Ladakh,2023,4,Unknown,5923
Ladakh,2023,4,Unknown,5300
Ladakh,2023,4,Unknown,3470
Ladakh,2023,4,Unknown,3373
Ladakh,2024,1,Unknown,28293
Ladakh,2024,1,Unknown,25004
Ladakh,2024,1,Unknown,19846
Ladakh,2024,1,Unknown,10311
Ladakh,2024,1,Unknown,9370
Ladakh,2024,1,Unknown,8718
Ladakh,2024,1,Unknown,6205
Ladakh,2024,1,Unknown,5511
Ladakh,2024,1,Unknown,3641
Ladakh,2024,1,Unknown,3567
Ladakh,2024,2,Unknown,29327
Ladakh,2024,2,Unknown,25936
Ladakh,2024,2,Unknown,20571
Ladakh,2024,2,Unknown,10661
Ladakh,2024,2,Unknown,9699
Ladakh,2024,2,Unknown,8989
Ladakh,2024,2,Unknown,6430
Ladakh,2024,2,Unknown,5708
Ladakh,2024,2,Unknown,3760
Ladakh,2024,2,Unknown,3684
Ladakh,2024,3,Unknown,47552
Ladakh,2024,3,Unknown,29719
Ladakh,2024,3,Unknown,23002
Ladakh,2024,3,Unknown,21041
Ladakh,2024,3,Unknown,17437
Ladakh,2024,3,Unknown,10202
Ladakh,2024,3,Unknown,8887
Ladakh,2024,3,Unknown,8116
Ladakh,2024,3,Unknown,7276
Ladakh,2024,3,Unknown,5357
Ladakh,2024,4,Unknown,46975
Ladakh,2024,4,Unknown,29839
Ladakh,2024,4,Unknown,22838
Ladakh,2024,4,Unknown,21608
Ladakh,2024,4,Unknown,17228
Ladakh,2024,4,Unknown,10139
Ladakh,2024,4,Unknown,8572
Ladakh,2024,4,Unknown,8089
Ladakh,2024,4,Unknown,7420
Ladakh,2024,4,Unknown,5431
Lakshadweep,2018,1,Unknown,175
Lakshadweep,2018,1,Unknown,85
Lakshadweep,2018,1,Unknown,78
Lakshadweep,2018,1,Unknown,71
Lakshadweep,2018,1,Unknown,44
Lakshadweep,2018,1,Unknown,37
Lakshadweep,2018,1,Unknown,10
Lakshadweep,2018,1,Unknown,1
Lakshadweep,2018,2,Unknown,246
Lakshadweep,2018,2,Unknown,126
Lakshadweep,2018,2,Unknown,94
Lakshadweep,2018,2,Unknown,82
Lakshadweep,2018,2,Unknown,61
Lakshadweep,2018,2,Unknown,56
Lakshadweep,2018,2,Unknown,18
Lakshadweep,2018,2,Unknown,3
Lakshadweep,2018,3,Unknown,338
Lakshadweep,2018,3,Unknown,175
Lakshadweep,2018,3,Unknown,131
Lakshadweep,2018,3,Unknown,93
Lakshadweep,2018,3,Unknown,86
Lakshadweep,2018,3,Unknown,68
Lakshadweep,2018,3,Unknown,22
Lakshadweep,2018,3,Unknown,5
Lakshadweep,2018,4,Unknown,429
Lakshadweep,2018,4,Unknown,241
Lakshadweep,2018,4,Unknown,148
Lakshadweep,2018,4,Unknown,116
Lakshadweep,2018,4,Unknown,110
Lakshadweep,2018,4,Unknown,84
Lakshadweep,2018,4,Unknown,23
Lakshadweep,2018,4,Unknown,5
Lakshadweep,2019,1,Unknown,549
Lakshadweep,2019,1,Unknown,299
Lakshadweep,2019,1,Unknown,166
Lakshadweep,2019,1,Unknown,132
Lakshadweep,2019,1,Unknown,129
Lakshadweep,2019,1,Unknown,107
Lakshadweep,2019,1,Unknown,29
Lakshadweep,2019,1,Unknown,5
Lakshadweep,2019,2,Unknown,685
Lakshadweep,2019,2,Unknown,367
Lakshadweep,2019,2,Unknown,201
Lakshadweep,2019,2,Unknown,158
Lakshadweep,2019,2,Unknown,155
Lakshadweep,2019,2,Unknown,139
Lakshadweep,2019,2,Unknown,35
Lakshadweep,2019,2,Unknown,7
Lakshadweep,2019,3,Unknown,813
Lakshadweep,2019,3,Unknown,469
Lakshadweep,2019,3,Unknown,243
Lakshadweep,2019,3,Unknown,185
Lakshadweep,2019,3,Unknown,176
Lakshadweep,2019,3,Unknown,173
Lakshadweep,2019,3,Unknown,51
Lakshadweep,2019,3,Unknown,7
Lakshadweep,2019,4,Unknown,923
Lakshadweep,2019,4,Unknown,538
Lakshadweep,2019,4,Unknown,279
Lakshadweep,2019,4,Unknown,212
Lakshadweep,2019,4,Unknown,195
Lakshadweep,2019,4,Unknown,193
Lakshadweep,2019,4,Unknown,77
Lakshadweep,2019,4,Unknown,10
Lakshadweep,2020,1,Unknown,1032
Lakshadweep,2020,1,Unknown,633
Lakshadweep,2020,1,Unknown,332
Lakshadweep,2020,1,Unknown,248
Lakshadweep,2020,1,Unknown,227
Lakshadweep,2020,1,Unknown,200
Lakshadweep,2020,1,Unknown,89
Lakshadweep,2020,1,Unknown,11
Lakshadweep,2020,2,Unknown,1178
Lakshadweep,2020,2,Unknown,744
Lakshadweep,2020,2,Unknown,376
Lakshadweep,2020,2,Unknown,274
Lakshadweep,2020,2,Unknown,271
Lakshadweep,2020,2,Unknown,207
Lakshadweep,2020,2,Unknown,121
Lakshadweep,2020,2,Unknown,16
Lakshadweep,2020,3,Unknown,1334
Lakshadweep,2020,3,Unknown,866
Lakshadweep,2020,3,Unknown,429
Lakshadweep,2020,3,Unknown,323
Lakshadweep,2020,3,Unknown,311
Lakshadweep,2020,3,Unknown,220
Lakshadweep,2020,3,Unknown,142
Lakshadweep,2020,3,Unknown,19
Lakshadweep,2020,4,Unknown,1530
Lakshadweep,2020,4,Unknown,981
Lakshadweep,2020,4,Unknown,480
Lakshadweep,2020,4,Unknown,388
Lakshadweep,2020,4,Unknown,354
Lakshadweep,2020,4,Unknown,256
Lakshadweep,2020,4,Unknown,168
Lakshadweep,2020,4,Unknown,22
Lakshadweep,2021,1,Unknown,1664
Lakshadweep,2021,1,Unknown,1083
Lakshadweep,2021,1,Unknown,524
Lakshadweep,2021,1,Unknown,427
Lakshadweep,2021,1,Unknown,396
Lakshadweep,2021,1,Unknown,276
Lakshadweep,2021,1,Unknown,181
Lakshadweep,2021,1,Unknown,26
Lakshadweep,2021,2,Unknown,1780
Lakshadweep,2021,2,Unknown,1154
Lakshadweep,2021,2,Unknown,559
Lakshadweep,2021,2,Unknown,463
Lakshadweep,2021,2,Unknown,424
Lakshadweep,2021,2,Unknown,295
Lakshadweep,2021,2,Unknown,194
Lakshadweep,2021,2,Unknown,27
Lakshadweep,2021,3,Unknown,1914
Lakshadweep,2021,3,Unknown,1237
Lakshadweep,2021,3,Unknown,607
Lakshadweep,2021,3,Unknown,504
Lakshadweep,2021,3,Unknown,461
Lakshadweep,2021,3,Unknown,321
Lakshadweep,2021,3,Unknown,212
Lakshadweep,2021,3,Unknown,31
Lakshadweep,2021,4,Unknown,2037
Lakshadweep,2021,4,Unknown,1321
Lakshadweep,2021,4,Unknown,654
Lakshadweep,2021,4,Unknown,536
Lakshadweep,2021,4,Unknown,486
Lakshadweep,2021,4,Unknown,339
Lakshadweep,2021,4,Unknown,233
Lakshadweep,2021,4,Unknown,32
Lakshadweep,2022,1,Unknown,2165
Lakshadweep,2022,1,Unknown,1400
Lakshadweep,2022,1,Unknown,692
Lakshadweep,2022,1,Unknown,570
Lakshadweep,2022,1,Unknown,519
Lakshadweep,2022,1,Unknown,363
Lakshadweep,2022,1,Unknown,246
Lakshadweep,2022,1,Unknown,35
Lakshadweep,2022,2,Unknown,2279
Lakshadweep,2022,2,Unknown,1473
Lakshadweep,2022,2,Unknown,732
Lakshadweep,2022,2,Unknown,609
Lakshadweep,2022,2,Unknown,558
Lakshadweep,2022,2,Unknown,379
Lakshadweep,2022,2,Unknown,261
Lakshadweep,2022,2,Unknown,36
Lakshadweep,2022,3,Unknown,2391
Lakshadweep,2022,3,Unknown,1555
Lakshadweep,2022,3,Unknown,766
Lakshadweep,2022,3,Unknown,642
Lakshadweep,2022,3,Unknown,592
Lakshadweep,2022,3,Unknown,389
Lakshadweep,2022,3,Unknown,273
Lakshadweep,2022,3,Unknown,37
Lakshadweep,2022,4,Unknown,2520
Lakshadweep,2022,4,Unknown,1627
Lakshadweep,2022,4,Unknown,797
Lakshadweep,2022,4,Unknown,675
Lakshadweep,2022,4,Unknown,609
Lakshadweep,2022,4,Unknown,409
Lakshadweep,2022,4,Unknown,285
Lakshadweep,2022,4,Unknown,39
Lakshadweep,2023,1,Unknown,2629
Lakshadweep,2023,1,Unknown,1697
Lakshadweep,2023,1,Unknown,833
Lakshadweep,2023,1,Unknown,703
Lakshadweep,2023,1,Unknown,638
Lakshadweep,2023,1,Unknown,427
Lakshadweep,2023,1,Unknown,298
Lakshadweep,2023,1,Unknown,42
Lakshadweep,2023,2,Unknown,2739
Lakshadweep,2023,2,Unknown,1775
Lakshadweep,2023,2,Unknown,867
Lakshadweep,2023,2,Unknown,740
Lakshadweep,2023,2,Unknown,663
Lakshadweep,2023,2,Unknown,446
Lakshadweep,2023,2,Unknown,312
Lakshadweep,2023,2,Unknown,43
Lakshadweep,2023,3,Unknown,2843
Lakshadweep,2023,3,Unknown,1866
Lakshadweep,2023,3,Unknown,902
Lakshadweep,2023,3,Unknown,772
Lakshadweep,2023,3,Unknown,693
Lakshadweep,2023,3,Unknown,462
Lakshadweep,2023,3,Unknown,326
Lakshadweep,2023,3,Unknown,48
Lakshadweep,2023,4,Unknown,2962
Lakshadweep,2023,4,Unknown,1938
Lakshadweep,2023,4,Unknown,929
Lakshadweep,2023,4,Unknown,802
Lakshadweep,2023,4,Unknown,718
Lakshadweep,2023,4,Unknown,484
Lakshadweep,2023,4,Unknown,340
Lakshadweep,2023,4,Unknown,52
Lakshadweep,2024,1,Unknown,3091
Lakshadweep,2024,1,Unknown,2013
Lakshadweep,2024,1,Unknown,987
Lakshadweep,2024,1,Unknown,837
Lakshadweep,2024,1,Unknown,744
Lakshadweep,2024,1,Unknown,502
Lakshadweep,2024,1,Unknown,350
Lakshadweep,2024,1,Unknown,54
Lakshadweep,2024,2,Unknown,3204
Lakshadweep,2024,2,Unknown,2089
Lakshadweep,2024,2,Unknown,1022
Lakshadweep,2024,2,Unknown,874
Lakshadweep,2024,2,Unknown,769
Lakshadweep,2024,2,Unknown,515
Lakshadweep,2024,2,Unknown,365
Lakshadweep,2024,2,Unknown,57
Lakshadweep,2024,3,Unknown,4177
Lakshadweep,2024,3,Unknown,2261
Lakshadweep,2024,3,Unknown,1558
Lakshadweep,2024,3,Unknown,899
Lakshadweep,2024,3,Unknown,893
Lakshadweep,2024,3,Unknown,818
Lakshadweep,2024,3,Unknown,486
Lakshadweep,2024,3,Unknown,299
Lakshadweep,2024,3,Unknown,4
Lakshadweep,2024,4,Unknown,4299
Lakshadweep,2024,4,Unknown,2315
Lakshadweep,2024,4,Unknown,1610
Lakshadweep,2024,4,Unknown,940
Lakshadweep,2024,4,Unknown,926
Lakshadweep,2024,4,Unknown,846
Lakshadweep,2024,4,Unknown,504
Lakshadweep,2024,4,Unknown,324
Lakshadweep,2024,4,Unknown,5
Madhya Pradesh,2018,1,Unknown,42977
Madhya Pradesh,2018,1,Unknown,40850
Madhya Pradesh,2018,1,Unknown,37899
Madhya Pradesh,2018,1,Unknown,37645
Madhya Pradesh,2018,1,Unknown,27351
Madhya Pradesh,2018,1,Unknown,26665
Madhya Pradesh,2018,1,Unknown,25256
Madhya Pradesh,2018,1,Unknown,24909
Madhya Pradesh,2018,1,Unknown,24806
Madhya Pradesh,2018,1,Unknown,24661
Madhya Pradesh,2018,2,Unknown,55837
Madhya Pradesh,2018,2,Unknown,52677
Madhya Pradesh,2018,2,Unknown,50091
Madhya Pradesh,2018,2,Unknown,49877
Madhya Pradesh,2018,2,Unknown,36311
Madhya Pradesh,2018,2,Unknown,35303
Madhya Pradesh,2018,2,Unknown,33608
Madhya Pradesh,2018,2,Unknown,32883
Madhya Pradesh,2018,2,Unknown,32800
Madhya Pradesh,2018,2,Unknown,32316
Madhya Pradesh,2018,3,Unknown,67243
Madhya Pradesh,2018,3,Unknown,63537
Madhya Pradesh,2018,3,Unknown,61117
Madhya Pradesh,2018,3,Unknown,60999
Madhya Pradesh,2018,3,Unknown,43609
Madhya Pradesh,2018,3,Unknown,43593
Madhya Pradesh,2018,3,Unknown,41975
Madhya Pradesh,2018,3,Unknown,40061
Madhya Pradesh,2018,3,Unknown,39967
Madhya Pradesh,2018,3,Unknown,39351
Madhya Pradesh,2018,4,Unknown,81206
Madhya Pradesh,2018,4,Unknown,77791
Madhya Pradesh,2018,4,Unknown,76811
Madhya Pradesh,2018,4,Unknown,73952
Madhya Pradesh,2018,4,Unknown,54496
Madhya Pradesh,2018,4,Unknown,54390
Madhya Pradesh,2018,4,Unknown,51238
Madhya Pradesh,2018,4,Unknown,50803
Madhya Pradesh,2018,4,Unknown,50329
Madhya Pradesh,2018,4,Unknown,48626
Madhya Pradesh,2019,1,Unknown,94894
Madhya Pradesh,2019,1,Unknown,92148
Madhya Pradesh,2019,1,Unknown,89541
Madhya Pradesh,2019,1,Unknown,87837
Madhya Pradesh,2019,1,Unknown,65450
Madhya Pradesh,2019,1,Unknown,64389
Madhya Pradesh,2019,1,Unknown,61687
Madhya Pradesh,2019,1,Unknown,60744
Madhya Pradesh,2019,1,Unknown,59332
Madhya Pradesh,2019,1,Unknown,57554
Madhya Pradesh,2019,2,Unknown,108587
Madhya Pradesh,2019,2,Unknown,104846
Madhya Pradesh,2019,2,Unknown,99616
Madhya Pradesh,2019,2,Unknown,98265
Madhya Pradesh,2019,2,Unknown,75250
Madhya Pradesh,2019,2,Unknown,74711
Madhya Pradesh,2019,2,Unknown,70728
Madhya Pradesh,2019,2,Unknown,69139
Madhya Pradesh,2019,2,Unknown,66578
Madhya Pradesh,2019,2,Unknown,65634
Madhya Pradesh,2019,3,Unknown,122796
Madhya Pradesh,2019,3,Unknown,119882
Madhya Pradesh,2019,3,Unknown,110196
Madhya Pradesh,2019,3,Unknown,109090
Madhya Pradesh,2019,3,Unknown,85889
Madhya Pradesh,2019,3,Unknown,85035
Madhya Pradesh,2019,3,Unknown,80045
Madhya Pradesh,2019,3,Unknown,77495
Madhya Pradesh,2019,3,Unknown,74626
Madhya Pradesh,2019,3,Unknown,73956
Madhya Pradesh,2019,4,Unknown,134323
Madhya Pradesh,2019,4,Unknown,134193
Madhya Pradesh,2019,4,Unknown,120352
Madhya Pradesh,2019,4,Unknown,120057
Madhya Pradesh,2019,4,Unknown,96155
Madhya Pradesh,2019,4,Unknown,93550
Madhya Pradesh,2019,4,Unknown,89121
Madhya Pradesh,2019,4,Unknown,85991
Madhya Pradesh,2019,4,Unknown,82766
Madhya Pradesh,2019,4,Unknown,81668
Madhya Pradesh,2020,1,Unknown,146207
Madhya Pradesh,2020,1,Unknown,144699
Madhya Pradesh,2020,1,Unknown,130830
Madhya Pradesh,2020,1,Unknown,129645
Madhya Pradesh,2020,1,Unknown,106091
Madhya Pradesh,2020,1,Unknown,101513
Madhya Pradesh,2020,1,Unknown,98886
Madhya Pradesh,2020,1,Unknown,94636
Madhya Pradesh,2020,1,Unknown,90615
Madhya Pradesh,2020,1,Unknown,89460
Madhya Pradesh,2020,2,Unknown,158954
Madhya Pradesh,2020,2,Unknown,153695
Madhya Pradesh,2020,2,Unknown,144023
Madhya Pradesh,2020,2,Unknown,139367
Madhya Pradesh,2020,2,Unknown,116167
Madhya Pradesh,2020,2,Unknown,111581
Madhya Pradesh,2020,2,Unknown,110268
Madhya Pradesh,2020,2,Unknown,104519
Madhya Pradesh,2020,2,Unknown,98532
Madhya Pradesh,2020,2,Unknown,98080
Madhya Pradesh,2020,3,Unknown,173274
Madhya Pradesh,2020,3,Unknown,162767
Madhya Pradesh,2020,3,Unknown,155823
Madhya Pradesh,2020,3,Unknown,149318
Madhya Pradesh,2020,3,Unknown,127166
Madhya Pradesh,2020,3,Unknown,122974
Madhya Pradesh,2020,3,Unknown,119294
Madhya Pradesh,2020,3,Unknown,114237
Madhya Pradesh,2020,3,Unknown,107317
Madhya Pradesh,2020,3,Unknown,107084
Madhya Pradesh,2020,4,Unknown,188460
Madhya Pradesh,2020,4,Unknown,173333
Madhya Pradesh,2020,4,Unknown,167885
Madhya Pradesh,2020,4,Unknown,160146
Madhya Pradesh,2020,4,Unknown,138574
Madhya Pradesh,2020,4,Unknown,134427
Madhya Pradesh,2020,4,Unknown,128730
Madhya Pradesh,2020,4,Unknown,124525
Madhya Pradesh,2020,4,Unknown,116379
Madhya Pradesh,2020,4,Unknown,116281
Madhya Pradesh,2021,1,Unknown,202915
Madhya Pradesh,2021,1,Unknown,185582
Madhya Pradesh,2021,1,Unknown,180488
Madhya Pradesh,2021,1,Unknown,171754
Madhya Pradesh,2021,1,Unknown,149137
Madhya Pradesh,2021,1,Unknown,145248
Madhya Pradesh,2021,1,Unknown,138100
Madhya Pradesh,2021,1,Unknown,134163
Madhya Pradesh,2021,1,Unknown,125599
Madhya Pradesh,2021,1,Unknown,125104
Madhya Pradesh,2021,2,Unknown,216522
Madhya Pradesh,2021,2,Unknown,198059
Madhya Pradesh,2021,2,Unknown,193208
Madhya Pradesh,2021,2,Unknown,183345
Madhya Pradesh,2021,2,Unknown,159236
Madhya Pradesh,2021,2,Unknown,155865
Madhya Pradesh,2021,2,Unknown,147363
Madhya Pradesh,2021,2,Unknown,143414
Madhya Pradesh,2021,2,Unknown,134469
Madhya Pradesh,2021,2,Unknown,133879
Madhya Pradesh,2021,3,Unknown,231582
Madhya Pradesh,2021,3,Unknown,211664
Madhya Pradesh,2021,3,Unknown,207599
